49, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1894,45, Cuba, >50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
42, Federal-gov, HS-grad, Separated, Machine-op-inspct, Wife, Black, Female,0,0,40, Haiti, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Honduras, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,32, Portugal, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
45, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Nicaragua, >50K
33, Private, HS-grad, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,54, Guatemala, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
45, Private, Bachelors, Separated, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,30, Taiwan, <=50K
50, Private, 7th-8th, Married-spouse-absent, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,68, South, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,70, Poland, <=50K
31, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, Peru, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,36, Taiwan, >50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Japan, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,25, Honduras, >50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
40, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Peru, >50K
61, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Hong, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
45, Private, 9th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,1902,60, Trinadad&Tobago, >50K
45, Private, 7th-8th, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
41, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
20, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Japan, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,24, Yugoslavia, <=50K
46, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Iran, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, South, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,20, Laos, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Thailand, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Poland, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,70, Taiwan, <=50K
36, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Taiwan, >50K
36, Private, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Italy, <=50K
26, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,35, Cambodia, >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Philippines, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
24, Private, 10th, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
27, Local-gov, 11th, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Taiwan, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
37, Local-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
35, Local-gov, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,4020,0,35, Portugal, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Thailand, >50K
56, Private, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
26, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
54, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, Puerto-Rico, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,20, Yugoslavia, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,20, Vietnam, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Dominican-Republic, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1977,20, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
25, State-gov, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Nicaragua, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,1902,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,4094,0,40, Philippines, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, England, >50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
27, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Italy, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Cuba, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ecuador, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Haiti, <=50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Female,7298,0,40, Haiti, >50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,99999,0,40, Mexico, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,42, Vietnam, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
29, Private, Some-college, Separated, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
58, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,45, Nicaragua, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,30, El-Salvador, >50K
37, State-gov, 11th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Iran, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
66, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,15, Scotland, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
49, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,10, Trinadad&Tobago, <=50K
56, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,35, Japan, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
69, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Haiti, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,25, Ecuador, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Japan, <=50K
32, Private, Some-college, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, India, <=50K
43, Private, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Nicaragua, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, France, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
64, Local-gov, Assoc-acdm, Widowed, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,30, Hungary, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
26, Private, Masters, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,50, India, >50K
56, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Honduras, >50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, Greece, <=50K
46, Private, Bachelors, Separated, Craft-repair, Not-in-family, Other, Female,0,0,50, Cuba, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, South, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, Hong, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
41, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, Haiti, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,45, Cuba, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,6639,0,60, Jamaica, >50K
29, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Italy, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, South, >50K
45, Self-emp-not-inc, 9th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30, Ireland, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, >50K
64, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Greece, >50K
30, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Male,0,0,40, Italy, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,35, Germany, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
29, Private, 11th, Separated, Craft-repair, Unmarried, White, Male,0,0,45, Hungary, >50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,50, Dominican-Republic, >50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, China, >50K
53, Local-gov, Masters, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,7709,0,50, Guatemala, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Cuba, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Cambodia, <=50K
50, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,80, Cuba, >50K
35, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Male,0,0,40, Dominican-Republic, <=50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,50, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,70, Outlying-US(Guam-USVI-etc), >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Thailand, <=50K
47, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
58, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1811,40, Ireland, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1832,40, India, >50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
66, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,1737,0,40, Dominican-Republic, <=50K
50, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Haiti, >50K
47, Private, Assoc-acdm, Married-spouse-absent, Exec-managerial, Husband, Other, Female,0,0,40, Portugal, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,7, Outlying-US(Guam-USVI-etc), >50K
40, Private, Doctorate, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Poland, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,60, Ireland, >50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Iran, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Yugoslavia, <=50K
31, Private, Masters, Never-married, Transport-moving, Own-child, Black, Male,0,0,20, Hong, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Peru, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Peru, <=50K
58, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, Black, Male,0,0,47, Canada, <=50K
20, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,29, Germany, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Philippines, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,70, Laos, >50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,88, Philippines, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,45, Cuba, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
30, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, Ireland, <=50K
