45, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,24, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,30, United-States, <=50K
53, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,14098,0,40, United-States, <=50K
50, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, Germany, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, Germany, <=50K
72, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Portugal, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,0,0,30, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,15, United-States, <=50K
46, Private, Assoc-voc, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Dominican-Republic, >50K
31, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
31, State-gov, HS-grad, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,2282,0,60, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,45, United-States, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,10532,0,40, United-States, >50K
23, State-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
48, Private, 9th, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, India, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, >50K
42, Private, Masters, Never-married, Transport-moving, Wife, White, Male,0,0,50, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Greece, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,25, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
78, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Hungary, >50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
90, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Vietnam, >50K
27, Local-gov, Some-college, Never-married, Protective-serv, Other-relative, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
75, Self-emp-not-inc, Assoc-voc, Widowed, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Preschool, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
72, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
21, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
46, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,53, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,54, Puerto-Rico, >50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, 10th, Widowed, Other-service, Not-in-family, Black, Female,0,0,6, United-States, <=50K
42, Private, Masters, Never-married, Sales, Wife, White, Female,0,0,35, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, >50K
22, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
65, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, >50K
22, State-gov, Assoc-voc, Never-married, Transport-moving, Other-relative, White, Male,0,0,50, United-States, <=50K
47, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
26, Local-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,30, United-States, >50K
30, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,660,40, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
29, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, >50K
69, Private, Assoc-acdm, Widowed, Adm-clerical, Wife, White, Female,0,0,20, India, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
23, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,97, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, South, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
60, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
43, Self-emp-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,50, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,20, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,3499,0,40, United-States, <=50K
22, Self-emp-inc, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,47, Dominican-Republic, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, Black, Male,5186,0,46, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
47, Private, Doctorate, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, Mexico, >50K
26, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,63, United-States, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,1591,48, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,70, Ireland, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,50, Columbia, >50K
51, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
69, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, United-States, >50K
35, Private, Masters, Never-married, Other-service, Husband, White, Male,0,2342,60, United-States, >50K
41, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
