26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,27, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,3, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Separated, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Local-gov, Assoc-voc, Separated, Other-service, Wife, Black, Female,0,0,20, United-States, >50K
30, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,37, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
54, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,1628,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
45, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,7478,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Sales, Unmarried, Black, Female,7687,0,45, United-States, >50K
40, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
54, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Separated, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
33, Local-gov, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
35, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,40, United-States, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Mexico, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,7298,0,29, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
39, Private, Bachelors, Divorced, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, Assoc-acdm, Widowed, Sales, Husband, White, Male,0,0,20, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,29, Germany, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,23, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Machine-op-inspct, Wife, White, Male,15024,0,50, United-States, >50K
34, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
26, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
69, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,12, United-States, >50K
46, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,51, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States, >50K
50, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7628,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,29, United-States, >50K
57, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,3, United-States, <=50K
54, Private, Doctorate, Never-married, Tech-support, Husband, White, Male,0,0,29, United-States, >50K
65, Private, Doctorate, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,9992,0,50, United-States, >50K
58, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1719,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,40, United-States, >50K
31, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
70, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,4, Mexico, <=50K
30, Private, Prof-school, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
31, Private, Assoc-voc, Divorced, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,20, Cambodia, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Separated, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, 11th, Married-spouse-absent, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
38, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,2882,0,32, United-States, <=50K
23, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Local-gov, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
42, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,14191,0,50, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Private, 10th, Never-married, Sales, Unmarried, Black, Female,0,0,15, United-States, <=50K
55, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,1730,35, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Masters, Divorced, Tech-support, Not-in-family, White, Male,0,2256,40, United-States, >50K
69, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, >50K
23, Private, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7497,0,40, United-States, >50K
39, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,1566,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,70, Cambodia, <=50K
