19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Honduras, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
29, Private, Some-college, Separated, Prof-specialty, Unmarried, White, Female,0,0,52, Greece, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, 9th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
50, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,18, United-States, <=50K
53, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,99999,0,35, United-States, >50K
45, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, >50K
32, Private, Prof-school, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
45, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, Mexico, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
39, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,9458,0,40, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,10542,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, China, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,45, Philippines, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Nicaragua, <=50K
29, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,3551,0,35, Haiti, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,65, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,77, United-States, <=50K
39, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
37, Private, Masters, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,5013,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
22, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,60, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,3103,0,35, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,20, United-States, >50K
31, Private, Doctorate, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Wife, Black, Female,0,1669,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
35, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, Portugal, <=50K
32, State-gov, 12th, Divorced, Sales, Husband, White, Male,0,0,44, El-Salvador, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Thailand, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Peru, >50K
53, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,1886,60, India, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
21, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, Laos, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,35, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
33, Private, Some-college, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Iran, >50K
50, Self-emp-not-inc, 9th, Never-married, Sales, Not-in-family, White, Female,0,0,8, United-States, <=50K
23, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1978,30, Italy, >50K
35, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
42, Self-emp-inc, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,28, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,1902,35, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Doctorate, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,70, England, <=50K
36, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,3457,0,74, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,54, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
56, Private, Some-college, Widowed, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,2247,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Greece, <=50K
45, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,2534,40, Puerto-Rico, <=50K
47, Local-gov, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
54, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Husband, Black, Male,0,0,50, France, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, El-Salvador, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,99999,0,40, United-States, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Wife, White, Male,0,0,30, Puerto-Rico, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,60, United-States, >50K
30, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Yugoslavia, >50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
51, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Female,0,0,50, United-States, <=50K
51, State-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, >50K
33, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,1030,45, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,10476,0,50, England, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,13956,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
64, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
45, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,1603,0,40, Peru, >50K
73, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,2151,8, Ireland, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1892,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
53, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Thailand, <=50K
30, Self-emp-not-inc, Doctorate, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,10, Jamaica, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Local-gov, 11th, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Transport-moving, Husband, White, Female,0,0,65, Nicaragua, <=50K
20, Private, 12th, Never-married, Transport-moving, Own-child, White, Male,3198,0,35, United-States, >50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,2087,40, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Wife, White, Male,0,0,30, Philippines, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,1670,70, United-States, >50K
19, Private, Masters, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
