26, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,10496,0,50, Dominican-Republic, >50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,80, Hong, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,4401,0,45, Portugal, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, Philippines, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, Philippines, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, >50K
36, Private, 7th-8th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,30, England, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, South, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Ecuador, >50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, Cambodia, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Greece, <=50K
67, Private, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,16, Thailand, <=50K
20, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,27, Thailand, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, <=50K
51, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Greece, <=50K
57, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,48, Peru, <=50K
30, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, >50K
63, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, China, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
19, Private, 12th, Separated, Sales, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Puerto-Rico, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, <=50K
69, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,20, Thailand, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15, Dominican-Republic, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,42, India, >50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1887,35, Dominican-Republic, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
38, Private, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,35, Ireland, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Portugal, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
44, State-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,35, Greece, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Japan, <=50K
30, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4305,0,40, Trinadad&Tobago, >50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, China, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Vietnam, >50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, Nicaragua, >50K
53, Private, Masters, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,35, Ireland, >50K
46, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Thailand, <=50K
60, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
56, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,34, Iran, <=50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, France, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
73, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,37, India, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1887,54, Hungary, >50K
59, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,50, Cambodia, <=50K
54, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,4334,0,40, Nicaragua, >50K
47, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Yugoslavia, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, >50K
28, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
48, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Thailand, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
48, Local-gov, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,30, Puerto-Rico, <=50K
43, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,45, Trinadad&Tobago, >50K
59, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, Nicaragua, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Germany, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Scotland, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Japan, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, Peru, >50K
37, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, Outlying-US(Guam-USVI-etc), >50K
39, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,5128,0,40, Ireland, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,54, Philippines, <=50K
19, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, France, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, Ireland, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,25, France, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Canada, <=50K
23, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,40, Taiwan, <=50K
37, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,4647,0,48, Germany, <=50K
42, Local-gov, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Yugoslavia, >50K
37, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Peru, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, Mexico, >50K
45, Federal-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,1564,40, Puerto-Rico, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Honduras, <=50K
41, Self-emp-inc, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Columbia, <=50K
46, State-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
42, Local-gov, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Vietnam, >50K
41, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Yugoslavia, <=50K
63, Private, 10th, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Germany, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, India, >50K
48, Private, Masters, Divorced, Prof-specialty, Own-child, White, Female,0,0,38, Nicaragua, <=50K
67, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,3101,0,40, France, <=50K
67, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Dominican-Republic, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Vietnam, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Canada, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, El-Salvador, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, Mexico, >50K
17, Local-gov, 10th, Never-married, Sales, Own-child, White, Male,0,0,24, Hong, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,50, Yugoslavia, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, England, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,45, Cambodia, >50K
28, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,43, Japan, >50K
46, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
37, Private, Masters, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Columbia, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Peru, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, Laos, <=50K
24, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,54, Mexico, <=50K
35, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, Taiwan, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,2245,0,40, Scotland, <=50K
55, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, Japan, <=50K
63, Federal-gov, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Female,2906,0,40, El-Salvador, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Italy, <=50K
28, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Haiti, <=50K
26, State-gov, HS-grad, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,4538,0,40, Puerto-Rico, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, Italy, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, France, >50K
41, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Poland, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Guatemala, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, Puerto-Rico, <=50K
64, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,16, Thailand, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,20, Greece, <=50K
51, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
52, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hong, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
18, Private, 10th, Never-married, Other-service, Other-relative, White, Male,0,0,26, South, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Ecuador, >50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Greece, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,20, Hungary, <=50K
43, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Greece, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Cambodia, <=50K
41, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Italy, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Honduras, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, Trinadad&Tobago, <=50K
50, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Ecuador, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cambodia, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
37, Private, Bachelors, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
34, Local-gov, Bachelors, Separated, Exec-managerial, Wife, White, Female,0,0,45, Hungary, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1994,40, Hong, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1772,50, Outlying-US(Guam-USVI-etc), <=50K
54, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, South, <=50K
64, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, France, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
