51, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Honduras, >50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
45, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1926,40, Japan, <=50K
51, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,48, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, Mexico, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
62, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,38, United-States, >50K
45, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
40, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
55, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,8, United-States, >50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, India, <=50K
68, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
56, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
57, Private, HS-grad, Divorced, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,50, United-States, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,44, United-States, <=50K
46, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Poland, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Female,0,0,40, Japan, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,15024,0,32, Hungary, >50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,48, China, >50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,29, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,35, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
74, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,4748,0,40, United-States, <=50K
37, Local-gov, 11th, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,29, Canada, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, Trinadad&Tobago, <=50K
19, State-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
38, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,2723,44, Peru, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,44, El-Salvador, <=50K
41, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,2417,65, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1963,60, United-States, >50K
51, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Ireland, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,80, South, <=50K
64, Local-gov, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
30, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,60, Guatemala, >50K
55, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
55, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,65, Iran, >50K
43, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,44, South, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,534,0,20, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
22, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
36, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Separated, Other-service, Not-in-family, Other, Female,0,0,45, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, Philippines, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,52, Canada, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hungary, >50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
59, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
84, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,29, United-States, <=50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Iran, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Peru, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,3250,0,45, Greece, <=50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Peru, >50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,40, United-States, >50K
66, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Hungary, <=50K
46, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, South, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
33, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, England, <=50K
41, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
72, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, <=50K
30, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, >50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
72, Private, Assoc-voc, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
51, Private, Masters, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
48, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Other-relative, White, Male,0,0,48, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Philippines, >50K
41, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Iran, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Black, Female,0,0,29, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,3249,35, United-States, >50K
