19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Scotland, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
34, Private, Assoc-voc, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
49, State-gov, 10th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
50, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Taiwan, <=50K
53, Local-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,25, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Self-emp-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
23, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, United-States, <=50K
31, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Masters, Never-married, Other-service, Not-in-family, Other, Female,0,0,50, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
62, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov, Some-college, Widowed, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Mexico, <=50K
41, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Mexico, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
68, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Separated, Farming-fishing, Unmarried, White, Male,0,0,48, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Masters, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
58, Private, Masters, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, Assoc-acdm, Never-married, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, >50K
60, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,38, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Philippines, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Jamaica, >50K
31, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
29, Local-gov, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Cuba, <=50K
46, Private, 7th-8th, Widowed, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
39, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,2032,40, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,74, United-States, >50K
64, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
37, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,2568,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,60, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,70, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,74, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,2905,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,1740,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,6, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,3938,0,50, United-States, <=50K
64, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,4650,0,50, United-States, <=50K
34, State-gov, Masters, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Mexico, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Black, Female,0,0,48, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
56, Federal-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,44, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Mexico, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
41, Private, Bachelors, Separated, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
39, Private, Some-college, Separated, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
34, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
47, Federal-gov, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Never-married, Other-service, Wife, White, Female,0,0,33, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1587,50, United-States, <=50K
50, Private, HS-grad, Separated, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
49, State-gov, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, State-gov, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1684,40, Hungary, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,5178,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States, <=50K
51, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
