44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,72, Dominican-Republic, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,3589,0,40, United-States, >50K
25, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,22, Greece, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, El-Salvador, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Germany, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Puerto-Rico, <=50K
42, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, Japan, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Ireland, <=50K
42, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Iran, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, Nicaragua, <=50K
51, Local-gov, Bachelors, Separated, Adm-clerical, Wife, White, Female,0,0,35, Yugoslavia, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Dominican-Republic, >50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,1465,40, Thailand, <=50K
50, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Cuba, <=50K
42, Private, HS-grad, Never-married, Tech-support, Other-relative, Black, Female,0,0,40, Germany, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, >50K
36, Private, Bachelors, Separated, Transport-moving, Unmarried, White, Female,0,0,35, Scotland, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
23, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
48, Private, Masters, Divorced, Exec-managerial, Wife, White, Female,0,1595,40, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, Trinadad&Tobago, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
19, Local-gov, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Thailand, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Iran, >50K
47, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,35, Jamaica, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, Columbia, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Doctorate, Widowed, Sales, Wife, White, Female,0,0,40, France, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2395,45, Dominican-Republic, >50K
24, Private, HS-grad, Widowed, Handlers-cleaners, Own-child, White, Male,0,0,40, Vietnam, <=50K
53, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
30, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Philippines, >50K
40, Private, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,38, China, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3124,0,40, Laos, <=50K
50, Private, Masters, Divorced, Prof-specialty, Wife, White, Male,0,0,50, Germany, <=50K
25, Self-emp-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,80, Ireland, <=50K
74, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, France, >50K
39, State-gov, Masters, Never-married, Adm-clerical, Wife, Other, Female,0,0,40, Vietnam, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Cuba, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Scotland, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, <=50K
68, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, Columbia, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,54, Taiwan, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, >50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,78, Iran, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
44, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Ireland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Philippines, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
71, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,12, Thailand, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,2685,0,35, South, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cuba, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Nicaragua, <=50K
34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Philippines, >50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Poland, <=50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Iran, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Hong, >50K
44, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Honduras, >50K
49, Self-emp-not-inc, 11th, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7353,0,45, France, >50K
39, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,1671,40, Honduras, <=50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,38, France, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Scotland, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, Jamaica, <=50K
28, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,48, Haiti, <=50K
34, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, Honduras, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
53, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Dominican-Republic, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
20, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Canada, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Taiwan, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, >50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,25, India, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Yugoslavia, >50K
33, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Peru, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Philippines, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, India, <=50K
28, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, El-Salvador, >50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Germany, >50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,4868,0,40, Portugal, >50K
28, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
58, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
58, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Mexico, <=50K
22, Private, Prof-school, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,84, Hong, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, Poland, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,15024,0,40, Japan, >50K
55, Private, Doctorate, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Haiti, >50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Hungary, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,65, Germany, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, Peru, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, Taiwan, <=50K
33, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, <=50K
45, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
66, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, Dominican-Republic, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,2813,0,45, Portugal, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,11566,0,40, Laos, >50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Ireland, <=50K
53, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,57, Taiwan, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, China, >50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
75, Self-emp-not-inc, 7th-8th, Widowed, Transport-moving, Not-in-family, White, Male,0,0,50, Honduras, >50K
43, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Haiti, >50K
37, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,57, Dominican-Republic, <=50K
23, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Mexico, <=50K
74, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,15, China, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, >50K
34, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2901,0,50, El-Salvador, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Portugal, >50K
57, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,45, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Cambodia, >50K
33, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,35, France, <=50K
58, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,10, Thailand, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,4016,0,40, Trinadad&Tobago, <=50K
34, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,3432,0,40, Nicaragua, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, >50K
45, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, China, <=50K
37, Private, Assoc-voc, Never-married, Farming-fishing, Unmarried, White, Female,0,0,60, Philippines, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, Germany, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Laos, <=50K
26, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, Haiti, <=50K
50, Local-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,54, Canada, >50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Hong, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, South, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Haiti, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ireland, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Japan, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Japan, <=50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,79, Cuba, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, England, <=50K
46, Federal-gov, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,43, Columbia, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Thailand, <=50K
41, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, <=50K
41, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1887,50, Peru, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Honduras, <=50K
41, Local-gov, Some-college, Divorced, Other-service, Husband, White, Male,0,0,47, Italy, <=50K
43, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,40, Hong, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, Trinadad&Tobago, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2401,0,40, Canada, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Scotland, >50K
24, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
