48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Canada, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, Poland, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, Greece, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
19, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,24, Dominican-Republic, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
52, Local-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, El-Salvador, <=50K
60, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, Ireland, >50K
33, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,3904,0,40, Dominican-Republic, <=50K
30, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
61, Local-gov, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,47, Hungary, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Hungary, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Scotland, >50K
37, State-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,99999,0,50, Cambodia, >50K
57, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,2374,40, Hungary, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Scotland, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4202,0,45, Vietnam, >50K
23, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,35, Iran, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,39, Columbia, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,50, France, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Haiti, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Italy, >50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Columbia, <=50K
29, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, >50K
73, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, El-Salvador, >50K
17, Self-emp-not-inc, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,32, Puerto-Rico, <=50K
52, State-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, Laos, <=50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,17, Poland, <=50K
34, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Dominican-Republic, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, Jamaica, >50K
29, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Federal-gov, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,12, Trinadad&Tobago, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,54, Portugal, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Philippines, >50K
79, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2407,40, Trinadad&Tobago, >50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,52, Taiwan, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2215,50, Dominican-Republic, >50K
33, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Wife, Black, Female,0,0,50, Columbia, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Greece, >50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
58, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
56, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Canada, <=50K
21, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Laos, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, South, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, England, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,1887,40, Philippines, <=50K
50, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,38, Yugoslavia, <=50K
27, Private, 10th, Never-married, Other-service, Husband, White, Male,0,0,45, Mexico, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,2078,40, Columbia, <=50K
31, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,18, Outlying-US(Guam-USVI-etc), <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,18, Hong, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, Poland, <=50K
31, Local-gov, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Yugoslavia, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, India, >50K
42, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, Puerto-Rico, >50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, South, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,36, Laos, <=50K
48, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Portugal, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,15024,0,80, Canada, >50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Vietnam, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,83, Peru, <=50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, Holand-Netherlands, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Ireland, >50K
89, Self-emp-not-inc, 10th, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, Vietnam, >50K
49, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,45, Scotland, >50K
23, Private, Masters, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,20, Taiwan, <=50K
51, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,54, Hungary, >50K
31, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Guatemala, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Japan, <=50K
64, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Yugoslavia, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Cuba, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,35, South, >50K
21, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,45, Ireland, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,60, Ireland, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
62, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,20, Hong, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Poland, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
34, Private, Some-college, Never-married, Tech-support, Husband, Other, Male,0,0,45, Japan, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
68, Self-emp-not-inc, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, Cambodia, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
29, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,37, Thailand, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,50, Laos, <=50K
57, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,2938,0,45, United-States, <=50K
28, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, Laos, <=50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Holand-Netherlands, <=50K
26, State-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,3106,0,40, Puerto-Rico, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, >50K
58, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Hong, <=50K
59, Local-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Greece, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, South, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Guatemala, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, >50K
18, Private, Masters, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
31, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,25, Holand-Netherlands, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,45, United-States, >50K
28, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Italy, <=50K
71, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,37389,0,55, Poland, >50K
58, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
36, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, England, <=50K
26, Private, Assoc-acdm, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, Laos, <=50K
20, Private, Some-college, Divorced, Sales, Other-relative, White, Female,0,0,12, Portugal, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,50, Greece, >50K
44, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,25, Greece, <=50K
59, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,8, Italy, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, India, >50K
43, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,20, Philippines, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,70, Holand-Netherlands, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Japan, <=50K
37, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,6323,0,40, Hong, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,5178,0,40, Japan, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, Nicaragua, <=50K
58, Private, Some-college, Divorced, Transport-moving, Wife, White, Male,0,0,80, Ecuador, <=50K
28, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Greece, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
47, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, El-Salvador, <=50K
62, State-gov, Masters, Separated, Farming-fishing, Not-in-family, White, Male,0,0,18, Columbia, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,48, Yugoslavia, <=50K
47, Private, 10th, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,48, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,1887,40, Yugoslavia, <=50K
36, Local-gov, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, Hong, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
76, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, Greece, <=50K
31, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
44, Federal-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2075,50, Philippines, <=50K
25, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
57, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, China, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7356,0,45, China, >50K
47, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,30, Taiwan, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Columbia, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,85, Holand-Netherlands, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
42, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ireland, >50K
19, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Cuba, <=50K
51, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Taiwan, >50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Ecuador, >50K
41, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Scotland, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
48, Private, 1st-4th, Divorced, Craft-repair, Husband, White, Male,0,0,42, Holand-Netherlands, <=50K
48, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, >50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,4386,0,40, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Holand-Netherlands, >50K
