29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
42, Local-gov, Some-college, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
75, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Honduras, >50K
20, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
60, Private, 7th-8th, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0,0,25, France, <=50K
54, Private, Bachelors, Widowed, Sales, Wife, Black, Female,0,0,50, United-States, >50K
47, Local-gov, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,24, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
65, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, Philippines, <=50K
50, State-gov, Some-college, Widowed, Other-service, Wife, Black, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1881,40, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, <=50K
33, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,1671,60, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, >50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,13048,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
69, State-gov, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,3, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Mexico, <=50K
52, Local-gov, Some-college, Widowed, Sales, Unmarried, White, Female,0,1697,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
39, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,64, United-States, <=50K
62, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
45, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,70, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,23, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,24, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,83, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, Vietnam, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
31, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Vietnam, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,4390,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, >50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,32, Mexico, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States, >50K
57, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States, >50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
73, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,50, United-States, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,54, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Philippines, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,3872,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3326,0,30, United-States, >50K
82, Private, 7th-8th, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, State-gov, 5th-6th, Divorced, Sales, Not-in-family, White, Male,0,0,60, Iran, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,37, United-States, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,4389,0,60, Laos, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1973,43, United-States, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,20, United-States, >50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,54, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,92, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Philippines, <=50K
23, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,47, Mexico, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,50, Iran, <=50K
56, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Female,0,1587,38, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,37, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,50, Italy, <=50K
19, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
42, Private, Assoc-voc, Separated, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
34, Local-gov, 1st-4th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,70, Iran, <=50K
31, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,3943,0,45, Guatemala, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,52, United-States, <=50K
38, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,38, United-States, <=50K
38, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,82, United-States, <=50K
