49, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1902,45, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,2826,40, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2850,0,40, United-States, <=50K
33, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1721,45, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
34, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,6469,0,50, Italy, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,54, United-States, >50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,7298,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
41, Private, 10th, Divorced, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,3446,0,99, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female,0,1558,15, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,3231,0,40, Vietnam, >50K
42, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
62, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
60, Private, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, Mexico, <=50K
56, Private, Masters, Separated, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1814,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,13977,0,60, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, State-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,3636,0,45, United-States, <=50K
30, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,70, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,14305,0,35, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
38, Federal-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,15, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, United-States, >50K
53, State-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,80, United-States, >50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,82, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
45, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1911,40, United-States, >50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,30, United-States, <=50K
30, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
25, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
53, Federal-gov, HS-grad, Widowed, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,3325,0,40, United-States, <=50K
27, Private, Assoc-voc, Divorced, Other-service, Wife, White, Female,0,0,40, Columbia, <=50K
33, Private, 9th, Divorced, Adm-clerical, Wife, White, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,62, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
59, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, >50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, United-States, <=50K
56, Private, Some-college, Separated, Adm-clerical, Wife, White, Female,0,2182,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
57, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, >50K
51, Local-gov, HS-grad, Separated, Tech-support, Unmarried, White, Male,0,0,50, United-States, <=50K
59, Private, Some-college, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Federal-gov, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Male,0,0,54, United-States, <=50K
31, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
