33, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Peru, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,50, United-States, <=50K
40, Private, Masters, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,54, United-States, <=50K
53, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Philippines, <=50K
47, Private, Bachelors, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,54, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,3103,0,45, United-States, <=50K
33, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
19, Private, 10th, Never-married, Farming-fishing, Other-relative, White, Male,0,0,99, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
60, Private, Bachelors, Separated, Exec-managerial, Husband, Black, Male,0,0,50, Portugal, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,20, Italy, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
61, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Separated, Transport-moving, Own-child, White, Female,0,0,50, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,30, United-States, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,196,0,15, United-States, <=50K
37, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,54, United-States, >50K
41, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
79, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-acdm, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
22, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,20, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Masters, Never-married, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
77, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, India, <=50K
24, Private, Prof-school, Never-married, Other-service, Wife, White, Male,0,0,40, Cambodia, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Preschool, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,46, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Bachelors, Never-married, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,1593,40, United-States, <=50K
79, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,2306,0,60, United-States, <=50K
47, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Female,0,0,40, Thailand, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Laos, <=50K
76, Private, 11th, Widowed, Protective-serv, Husband, White, Male,0,0,7, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3908,0,40, United-States, <=50K
46, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,5, United-States, <=50K
32, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,700,0,12, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Honduras, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
27, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,5183,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, >50K
33, Private, Assoc-acdm, Never-married, Exec-managerial, Other-relative, Other, Female,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
28, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1977,60, China, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
51, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,48, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,25, India, <=50K
18, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Masters, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,1670,40, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,1733,40, Guatemala, <=50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,41, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Iran, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1886,40, United-States, >50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,65, United-States, <=50K
30, Private, 5th-6th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
26, Self-emp-not-inc, 11th, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,4, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,80, United-States, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Prof-school, Never-married, Other-service, Husband, Other, Female,0,0,40, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,7687,0,54, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 7th-8th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
63, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
39, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,42, Scotland, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Columbia, <=50K
20, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,28, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,4839,0,50, United-States, >50K
84, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,16, United-States, <=50K
