21, Private, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
41, Federal-gov, Doctorate, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Italy, <=50K
62, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,50, United-States, >50K
34, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,37, Scotland, <=50K
56, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,40, Poland, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,30, England, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, Peru, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,36, England, <=50K
39, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Cambodia, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
34, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,2519,50, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
29, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,37, Peru, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Vietnam, >50K
67, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,26616,0,30, United-States, >50K
70, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
28, Private, Bachelors, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Widowed, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, Italy, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,20, Vietnam, <=50K
58, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,3122,0,28, Haiti, >50K
34, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
56, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
30, Private, Bachelors, Separated, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
33, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,42, Iran, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,15024,0,45, United-States, >50K
32, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
24, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Nicaragua, <=50K
40, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,60, United-States, >50K
29, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, India, <=50K
24, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, <=50K
37, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,2890,0,50, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,7298,0,45, El-Salvador, >50K
27, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Scotland, <=50K
34, Private, Masters, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,37, United-States, <=50K
23, Private, HS-grad, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,65, United-States, >50K
40, Private, Some-college, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,20, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,35, Dominican-Republic, >50K
51, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Other-service, Husband, Other, Male,0,0,20, United-States, <=50K
42, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, England, >50K
21, Self-emp-not-inc, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, <=50K
42, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2233,40, United-States, <=50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,7298,0,50, United-States, >50K
37, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,1431,40, United-States, <=50K
54, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
45, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
46, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Vietnam, <=50K
18, Private, 11th, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,7687,0,40, United-States, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
29, Local-gov, Some-college, Never-married, Tech-support, Unmarried, Black, Female,0,0,35, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,20, India, <=50K
28, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Canada, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,54, Puerto-Rico, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,60, United-States, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, >50K
48, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,55, Japan, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,1977,30, Dominican-Republic, >50K
21, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cuba, <=50K
36, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Haiti, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7080,0,40, Cambodia, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
61, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, >50K
61, Local-gov, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,70, United-States, >50K
50, Private, HS-grad, Divorced, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
43, Local-gov, Masters, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Portugal, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7687,0,40, United-States, >50K
41, Private, Bachelors, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Prof-school, Never-married, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, <=50K
