19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, Greece, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,50, Scotland, >50K
21, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, France, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
75, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,30, Philippines, <=50K
42, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1848,48, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, >50K
55, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, France, <=50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Peru, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
35, Private, Masters, Divorced, Other-service, Unmarried, Other, Female,0,0,40, India, <=50K
43, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, China, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Columbia, <=50K
19, Private, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,1741,25, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
69, Federal-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,4425,0,16, Germany, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Ireland, <=50K
44, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
55, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,99, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-spouse-absent, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, Peru, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,4650,0,40, Scotland, <=50K
43, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Columbia, <=50K
30, Private, Masters, Divorced, Prof-specialty, Own-child, White, Female,4270,0,40, United-States, <=50K
34, Local-gov, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, England, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,4598,0,40, Thailand, >50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
66, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,14, United-States, <=50K
28, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, Columbia, <=50K
49, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Black, Female,0,1978,40, United-States, <=50K
49, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,2257,50, Italy, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,60, India, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
56, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,34, United-States, <=50K
37, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Japan, <=50K
43, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Jamaica, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
60, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,35, Germany, <=50K
44, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,36, Vietnam, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3933,0,97, Laos, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, <=50K
40, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,7394,0,40, United-States, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,61, United-States, >50K
44, Private, Bachelors, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,34, Italy, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, India, <=50K
46, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
63, Local-gov, 7th-8th, Widowed, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,20, Columbia, >50K
82, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,14, India, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
87, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
31, Private, 7th-8th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Iran, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Mexico, <=50K
34, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1750,50, Cambodia, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, South, <=50K
62, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,32, United-States, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
43, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
25, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,1977,40, United-States, >50K
43, Private, Some-college, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,30, Taiwan, <=50K
41, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,36, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,41, Philippines, >50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1670,40, United-States, >50K
30, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,4080,0,70, United-States, >50K
67, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,30, Columbia, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Peru, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, Puerto-Rico, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,50, Peru, >50K
32, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
47, Private, 9th, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Mexico, <=50K
50, Self-emp-inc, 9th, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,70, Trinadad&Tobago, >50K
35, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
52, Self-emp-inc, HS-grad, Divorced, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
54, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, >50K
27, Local-gov, Masters, Never-married, Prof-specialty, Wife, Black, Male,0,0,30, Mexico, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Italy, >50K
32, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Male,0,0,30, Honduras, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Vietnam, >50K
34, Federal-gov, Bachelors, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Iran, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Iran, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,54, Jamaica, >50K
54, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, Haiti, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,97, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Poland, >50K
37, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,69, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,15024,0,50, Yugoslavia, >50K
44, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
65, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Cambodia, >50K
37, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Peru, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,33, United-States, <=50K
56, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,48, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
56, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,15024,0,45, Vietnam, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
52, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,24, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,50, United-States, >50K
32, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, >50K
