58, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,37, Cuba, <=50K
40, Local-gov, Some-college, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, Italy, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2645,0,45, Puerto-Rico, >50K
42, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,48, Hungary, >50K
26, Self-emp-inc, 7th-8th, Divorced, Prof-specialty, Own-child, Other, Male,0,0,40, Dominican-Republic, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,7, France, <=50K
31, Private, Assoc-voc, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, Honduras, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Mexico, <=50K
23, Private, 12th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Hong, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,3906,0,3, Philippines, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Jamaica, <=50K
18, Self-emp-not-inc, 11th, Never-married, Other-service, Husband, White, Female,0,0,6, Scotland, <=50K
24, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,70, Hong, >50K
25, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,60, Hungary, <=50K
22, State-gov, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,54, Hungary, <=50K
40, Private, HS-grad, Widowed, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,45, Taiwan, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,30, Japan, <=50K
57, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Japan, >50K
49, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Outlying-US(Guam-USVI-etc), >50K
32, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1975,60, Cambodia, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, >50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, South, <=50K
55, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Greece, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1887,40, Hungary, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,3132,0,40, Portugal, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
45, Self-emp-inc, HS-grad, Separated, Tech-support, Husband, White, Male,0,0,40, Iran, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
52, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Ireland, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,54, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,40, Vietnam, >50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, France, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,40, Philippines, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,40, Greece, >50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
52, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,30, China, <=50K
59, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,45, Puerto-Rico, >50K
50, Private, HS-grad, Married-AF-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, Haiti, <=50K
53, Local-gov, 5th-6th, Divorced, Transport-moving, Husband, White, Male,0,0,41, Canada, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, Cambodia, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Ireland, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,35, Canada, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
22, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
50, Federal-gov, 1st-4th, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Peru, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Scotland, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,1895,53, Peru, >50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, Germany, >50K
37, State-gov, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, Cambodia, >50K
40, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, South, >50K
24, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,30, Guatemala, <=50K
55, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, India, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Japan, >50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hungary, <=50K
30, State-gov, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
25, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Iran, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, France, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,11, Germany, >50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,35, El-Salvador, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, <=50K
34, Private, Masters, Divorced, Transport-moving, Husband, White, Male,0,0,35, Guatemala, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,30, Cuba, <=50K
63, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Scotland, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, El-Salvador, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Greece, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1902,56, Columbia, >50K
25, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Own-child, White, Female,0,0,54, Italy, >50K
29, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Nicaragua, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Thailand, <=50K
31, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Germany, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, Ecuador, <=50K
49, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,50, Hungary, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Federal-gov, Prof-school, Divorced, Exec-managerial, Husband, White, Female,7298,0,40, Peru, >50K
58, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,40, Ecuador, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Peru, >50K
36, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
28, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,1900,40, Trinadad&Tobago, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Honduras, <=50K
39, Private, Bachelors, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, >50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Hungary, >50K
33, Local-gov, Some-college, Separated, Craft-repair, Husband, White, Male,7687,0,40, Philippines, >50K
31, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Greece, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,1977,40, Jamaica, >50K
37, Private, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,2896,0,98, El-Salvador, >50K
23, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, Yugoslavia, <=50K
58, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Haiti, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Portugal, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Taiwan, <=50K
31, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,54, South, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,38, Nicaragua, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, Jamaica, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Japan, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, Greece, <=50K
50, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Puerto-Rico, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, El-Salvador, >50K
21, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Japan, <=50K
32, Without-pay, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,40, Guatemala, <=50K
40, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,88, Guatemala, <=50K
56, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,0,0,60, Guatemala, >50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Haiti, <=50K
38, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,15024,0,60, Italy, >50K
46, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Germany, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Yugoslavia, >50K
32, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, Greece, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
39, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, Dominican-Republic, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, China, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,30, Ireland, <=50K
60, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Ecuador, <=50K
55, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,1965,40, Thailand, <=50K
46, Private, HS-grad, Separated, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Greece, >50K
62, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Ireland, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
42, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,15, Cuba, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Taiwan, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,15570,0,45, Outlying-US(Guam-USVI-etc), >50K
25, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Peru, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,10, Vietnam, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,40, China, <=50K
63, Self-emp-inc, Masters, Divorced, Adm-clerical, Husband, White, Female,15024,0,40, Scotland, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, Yugoslavia, >50K
31, Self-emp-inc, Some-college, Never-married, Prof-specialty, Husband, White, Male,15024,0,60, Columbia, >50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,36, Nicaragua, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Portugal, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Columbia, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, Canada, >50K
34, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
42, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, Hong, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,28, Scotland, <=50K
25, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,20, Ecuador, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Italy, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,38, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,45, England, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, China, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,38, Haiti, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Assoc-voc, Divorced, Sales, Husband, White, Male,0,1977,54, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Cuba, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,25, Philippines, <=50K
27, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, Dominican-Republic, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, France, <=50K
26, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,50, Nicaragua, <=50K
45, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Canada, <=50K
