63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,1736,50, United-States, >50K
20, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
18, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,54, United-States, >50K
59, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, <=50K
33, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,4955,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,3909,0,80, United-States, >50K
58, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,33, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,4386,0,32, United-States, <=50K
41, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,70, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1874,80, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
33, Private, HS-grad, Separated, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,3113,0,50, United-States, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,48, United-States, >50K
19, Private, 12th, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
38, Private, 11th, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
26, Private, Bachelors, Separated, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,15, Puerto-Rico, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,26005,0,53, United-States, >50K
47, Self-emp-inc, Some-college, Widowed, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
74, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,47, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, 11th, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
46, Private, 7th-8th, Married-spouse-absent, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,27, United-States, <=50K
28, State-gov, Masters, Married-spouse-absent, Tech-support, Own-child, White, Male,0,0,12, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,33, United-States, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,39, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, >50K
45, Private, 7th-8th, Never-married, Sales, Other-relative, White, Female,0,0,30, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,84,0,50, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2276,60, United-States, >50K
52, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, Mexico, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,4611,0,40, United-States, <=50K
23, Private, Some-college, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,35, United-States, >50K
35, Private, Masters, Never-married, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Masters, Never-married, Other-service, Husband, White, Female,0,0,35, Mexico, <=50K
41, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,49, Canada, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,70, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Private, 9th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,2426,0,20, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,35, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,2231,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,48, United-States, >50K
41, Local-gov, Bachelors, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,48, United-States, <=50K
55, Private, HS-grad, Widowed, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Philippines, <=50K
25, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Masters, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
57, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, Scotland, >50K
35, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, El-Salvador, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
