47, Private, Masters, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Laos, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, France, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Peru, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, China, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
39, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
38, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, India, <=50K
39, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,24, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Cuba, <=50K
39, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,48, Ireland, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Philippines, <=50K
52, Self-emp-not-inc, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, Mexico, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Cuba, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, Scotland, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1607,30, England, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Honduras, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, Guatemala, <=50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
48, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,38, Cambodia, <=50K
69, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,263,0,40, South, <=50K
40, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, India, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,76, China, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Haiti, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,35, Mexico, <=50K
70, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, Scotland, >50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Male,9711,0,50, Italy, >50K
24, State-gov, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
33, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Male,0,0,48, England, <=50K
41, Private, 7th-8th, Separated, Other-service, Unmarried, White, Female,0,0,40, China, <=50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Canada, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, Cambodia, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Haiti, <=50K
62, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,43, Trinadad&Tobago, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Portugal, <=50K
50, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, Other, Female,0,0,25, Japan, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, India, <=50K
19, Private, Bachelors, Divorced, Other-service, Own-child, Black, Female,0,0,20, Thailand, <=50K
46, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
28, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,35, Philippines, <=50K
39, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,45, Haiti, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Portugal, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Thailand, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,45, Cambodia, <=50K
53, Private, Assoc-acdm, Divorced, Other-service, Husband, White, Female,0,0,50, Japan, >50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,44, Japan, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
53, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Thailand, <=50K
68, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, Japan, <=50K
48, Self-emp-inc, Bachelors, Divorced, Other-service, Own-child, Black, Female,0,0,25, Mexico, <=50K
20, Self-emp-not-inc, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, Iran, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ecuador, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
36, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Thailand, >50K
46, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,44, Thailand, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Haiti, >50K
54, Self-emp-not-inc, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, >50K
39, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, Ecuador, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Dominican-Republic, >50K
53, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, England, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Trinadad&Tobago, <=50K
64, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,8, South, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,38, France, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, France, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,44, Italy, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,38, Philippines, <=50K
46, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
30, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
59, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1893,40, Guatemala, >50K
42, Private, Some-college, Married-spouse-absent, Farming-fishing, Husband, White, Female,0,0,70, Mexico, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, China, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,60, Germany, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Peru, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
23, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,48, Mexico, <=50K
54, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, <=50K
51, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,65, Peru, <=50K
42, Private, Some-college, Separated, Prof-specialty, Wife, Other, Male,0,0,50, Nicaragua, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
55, Private, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, Haiti, <=50K
36, Local-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Japan, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,70, South, >50K
23, Private, Masters, Never-married, Exec-managerial, Wife, White, Female,0,0,24, Hungary, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Canada, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Portugal, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,35, England, <=50K
26, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Hungary, >50K
36, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, Poland, <=50K
31, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Puerto-Rico, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Guatemala, >50K
44, Private, Assoc-voc, Never-married, Sales, Wife, White, Male,0,0,40, Italy, <=50K
26, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Taiwan, <=50K
31, Federal-gov, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
27, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
42, Federal-gov, Some-college, Separated, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
43, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1856,40, Jamaica, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,30, France, >50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Mexico, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Italy, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Greece, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Vietnam, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, Iran, <=50K
38, State-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Italy, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hong, >50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
50, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Italy, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
42, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,81216,0,36, Scotland, >50K
45, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,45, Japan, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
37, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, China, <=50K
50, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Guatemala, <=50K
59, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Ecuador, >50K
29, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Vietnam, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,49, Yugoslavia, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, India, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,2402,0,40, Iran, <=50K
28, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, Poland, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,80, Scotland, >50K
29, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,35, Laos, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, Puerto-Rico, <=50K
40, Private, Prof-school, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
48, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,35, Japan, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Cuba, >50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
45, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
76, Private, 9th, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,17, Nicaragua, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
50, Private, Masters, Separated, Transport-moving, Husband, White, Male,5178,0,45, Germany, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
21, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, France, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cambodia, <=50K
47, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Columbia, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
59, Private, 7th-8th, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,50, India, <=50K
50, State-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Trinadad&Tobago, >50K
39, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Honduras, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, India, >50K
