48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
21, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,1991,40, Yugoslavia, <=50K
33, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,60, Iran, <=50K
20, Private, 10th, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,35, Laos, <=50K
37, Private, HS-grad, Divorced, Tech-support, Husband, Black, Female,831,0,40, Vietnam, >50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,2405,60, Hungary, >50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,1468,48, Holand-Netherlands, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Canada, <=50K
36, Self-emp-not-inc, Assoc-voc, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, Germany, <=50K
28, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, Other, Female,0,0,48, Dominican-Republic, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Hong, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,35, Haiti, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Germany, >50K
39, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,5013,0,48, Philippines, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
24, Private, Some-college, Divorced, Craft-repair, Other-relative, Other, Female,0,0,37, Holand-Netherlands, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, France, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Vietnam, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Nicaragua, <=50K
54, State-gov, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
59, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1601,60, Puerto-Rico, >50K
29, Private, 10th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,2317,40, Italy, <=50K
33, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,2129,0,40, Guatemala, <=50K
42, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Female,0,0,60, Iran, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, State-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
52, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40, Taiwan, <=50K
27, Private, Some-college, Divorced, Sales, Not-in-family, Other, Female,7193,0,60, Yugoslavia, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,57, Holand-Netherlands, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
43, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
55, Local-gov, Assoc-acdm, Divorced, Tech-support, Not-in-family, Other, Female,0,0,38, England, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, Cuba, <=50K
48, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,20, Hong, <=50K
47, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,1887,40, Scotland, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
50, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Guatemala, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Honduras, >50K
29, Local-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,48, Peru, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Nicaragua, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,2652,0,50, United-States, >50K
26, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,1837,0,40, Haiti, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
51, State-gov, Some-college, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, England, <=50K
41, Federal-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,60, Poland, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,54, Taiwan, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Honduras, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
54, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,40, Poland, >50K
30, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
29, Local-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,12, Columbia, <=50K
35, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Male,0,0,45, Cambodia, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, Cambodia, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,3648,0,40, India, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Guatemala, <=50K
38, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,1740,40, Haiti, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ireland, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
45, Federal-gov, 10th, Separated, Adm-clerical, Unmarried, Other, Male,0,0,30, Dominican-Republic, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Dominican-Republic, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1592,54, Peru, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,50, Puerto-Rico, <=50K
53, Private, Some-college, Widowed, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
64, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,20, Nicaragua, <=50K
25, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Peru, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, South, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,87, France, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Philippines, <=50K
20, Private, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Iran, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, South, >50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,40, India, >50K
54, Private, Some-college, Separated, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,38, Portugal, <=50K
67, Self-emp-not-inc, 11th, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,24, Ireland, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Columbia, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Honduras, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
73, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,16, Yugoslavia, <=50K
26, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,80, Honduras, >50K
41, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,15, Scotland, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, China, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Cuba, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,44, Vietnam, <=50K
27, Private, HS-grad, Divorced, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
42, Private, Some-college, Divorced, Protective-serv, Unmarried, Other, Female,0,0,30, Jamaica, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,30, Holand-Netherlands, <=50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,40, Laos, <=50K
61, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Canada, >50K
55, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Male,0,0,40, China, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, France, <=50K
23, Local-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
20, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1999,70, Hungary, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Cuba, <=50K
35, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,22, Scotland, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, China, <=50K
35, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1977,45, India, >50K
35, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,43, Poland, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,8614,0,50, Mexico, >50K
66, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,54, Greece, <=50K
35, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,6980,0,40, England, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Thailand, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,10, Taiwan, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,38, England, >50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Columbia, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Dominican-Republic, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Italy, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, <=50K
43, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Peru, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Nicaragua, >50K
36, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, Japan, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,5178,0,40, United-States, >50K
24, Private, 11th, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,2174,0,40, Greece, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,30, El-Salvador, <=50K
36, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
21, Local-gov, HS-grad, Divorced, Tech-support, Own-child, Other, Female,0,0,40, Greece, <=50K
50, Private, 11th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, England, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, >50K
34, State-gov, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
41, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, Poland, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,65, Portugal, >50K
30, State-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Guatemala, >50K
34, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,25, Guatemala, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,60, China, >50K
51, Private, Bachelors, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Cuba, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,45, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,43, South, <=50K
44, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Poland, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Japan, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, China, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, Trinadad&Tobago, >50K
37, Private, 10th, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, El-Salvador, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, >50K
26, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,2891,0,40, Cuba, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,65, Vietnam, >50K
