41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,60, United-States, >50K
55, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,64, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,60, United-States, >50K
19, Private, 10th, Never-married, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, >50K
58, Private, Masters, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,15, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
22, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
55, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
24, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
38, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,2414,40, United-States, >50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,42, United-States, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Local-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, State-gov, Assoc-acdm, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,45, China, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,3110,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,4004,0,30, United-States, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,37, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3109,0,50, Haiti, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,83, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
31, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-spouse-absent, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, China, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
43, Self-emp-not-inc, Some-college, Separated, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,20, United-States, <=50K
61, Local-gov, Masters, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,32, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, <=50K
51, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,60, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,45, Philippines, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7443,0,40, United-States, >50K
21, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Japan, >50K
34, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,53, United-States, <=50K
23, Private, Masters, Separated, Prof-specialty, Own-child, White, Female,0,0,40, Taiwan, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Doctorate, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, <=50K
29, Private, 10th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Black, Male,0,0,36, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Mexico, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, Canada, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
26, Local-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,2, Canada, <=50K
38, Private, Some-college, Widowed, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
31, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
75, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,30, United-States, >50K
43, Private, Assoc-voc, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
68, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Masters, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,1079,0,45, United-States, >50K
35, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
27, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,36, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
47, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
30, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,4386,0,75, United-States, >50K
20, Private, 11th, Widowed, Transport-moving, Own-child, White, Male,0,0,20, Cambodia, <=50K
45, Self-emp-not-inc, Doctorate, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Doctorate, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2409,60, United-States, >50K
39, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,20, Hungary, <=50K
83, Self-emp-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,8, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,8614,0,45, United-States, >50K
31, Private, Masters, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
57, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
