19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,3440,0,40, United-States, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
78, Private, 7th-8th, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,10, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,54, United-States, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
49, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
57, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,45, United-States, <=50K
27, Federal-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
40, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
34, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, 11th, Never-married, Tech-support, Not-in-family, White, Male,0,0,37, United-States, <=50K
65, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,2, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
45, Private, 7th-8th, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,80, United-States, <=50K
26, Private, Prof-school, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, >50K
57, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,2629,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, China, <=50K
60, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,74, United-States, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, El-Salvador, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
45, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
23, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,50, United-States, <=50K
65, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2051,40, United-States, >50K
55, Local-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, Prof-school, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
55, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
73, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,6, United-States, <=50K
53, Private, Some-college, Separated, Farming-fishing, Unmarried, Other, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
78, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2219,25, United-States, >50K
42, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Separated, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Germany, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
58, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,38, United-States, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, Bachelors, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,54, United-States, <=50K
30, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Local-gov, 1st-4th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
82, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,80, United-States, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
26, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,65, United-States, >50K
59, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3184,0,45, United-States, >50K
36, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,83, United-States, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,57, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4650,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,5013,0,40, United-States, >50K
44, Federal-gov, Bachelors, Divorced, Handlers-cleaners, Husband, White, Female,3664,0,30, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, South, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Germany, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,1886,15, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,3151,0,50, United-States, <=50K
71, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
47, Local-gov, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
24, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1744,40, United-States, <=50K
40, Local-gov, HS-grad, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
18, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,70, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,12, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
