25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,10, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,48, France, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
19, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
59, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12, Germany, <=50K
24, State-gov, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,32, United-States, >50K
53, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
35, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,54, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
47, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,1407,0,54, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
65, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
75, Local-gov, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Mexico, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
40, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1715,54, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,5, United-States, <=50K
49, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
64, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,70, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
33, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
68, Private, Masters, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-spouse-absent, Transport-moving, Husband, Black, Male,0,0,70, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,3103,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1881,50, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Iran, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
34, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, Philippines, <=50K
37, Private, Assoc-acdm, Divorced, Exec-managerial, Own-child, White, Female,7290,0,45, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,6, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K
58, Private, Masters, Married-spouse-absent, Sales, Husband, White, Female,25580,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,43, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2240,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Doctorate, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,50, Mexico, >50K
49, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2002,40, United-States, <=50K
59, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,38, Japan, <=50K
80, Private, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Federal-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,48, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Federal-gov, Assoc-acdm, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,25, United-States, <=50K
47, Federal-gov, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,55, United-States, <=50K
24, Private, HS-grad, Separated, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
71, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,4169,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
58, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
26, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Vietnam, >50K
49, Private, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,4049,0,60, United-States, >50K
59, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
