26, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
38, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2906,0,40, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1859,45, United-States, >50K
41, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,20, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,24, United-States, <=50K
44, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, China, >50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 10th, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1244,70, United-States, <=50K
19, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
18, Private, HS-grad, Separated, Handlers-cleaners, Other-relative, Black, Male,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,45, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Mexico, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,27, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
60, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3305,0,35, United-States, >50K
49, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,40, United-States, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,1536,0,37, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,24, United-States, <=50K
41, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Without-pay, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, China, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Mexico, >50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Masters, Divorced, Protective-serv, Not-in-family, White, Female,0,0,54, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Female,0,1978,30, United-States, <=50K
36, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Philippines, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, >50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4061,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,1546,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Private, Prof-school, Never-married, Priv-house-serv, Own-child, White, Female,0,0,5, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
35, Private, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Guatemala, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
44, Without-pay, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,7298,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
61, Federal-gov, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,25, Cuba, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,1683,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
47, Private, Bachelors, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,91, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
42, Local-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States, >50K
37, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,3119,0,30, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,10, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, El-Salvador, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1977,40, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,14083,0,35, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1866,45, United-States, >50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Wife, Black, Male,0,0,60, United-States, <=50K
36, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
42, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,72, Mexico, <=50K
69, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
51, State-gov, Masters, Married-civ-spouse, Other-service, Wife, White, Female,99999,0,30, United-States, >50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
49, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, State-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
