37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
41, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, >50K
53, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,35, France, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1974,40, Cambodia, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1977,40, Columbia, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,23, Mexico, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Columbia, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hong, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, Cuba, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,38, Greece, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Cambodia, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, El-Salvador, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cambodia, >50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Japan, >50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,10, Ireland, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,47, Poland, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
67, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2293,40, Peru, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,2874,0,45, Yugoslavia, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, >50K
44, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
37, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,38, Germany, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,99, El-Salvador, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, Yugoslavia, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
70, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
20, Federal-gov, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,30, Trinadad&Tobago, <=50K
42, Federal-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Ireland, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
42, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Jamaica, <=50K
28, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Columbia, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,1756,21, Columbia, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, France, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Widowed, Machine-op-inspct, Own-child, White, Female,0,0,40, Vietnam, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, India, <=50K
42, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,13573,0,50, Poland, >50K
31, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, China, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
66, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, Germany, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, Ireland, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
17, State-gov, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, Vietnam, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Cuba, <=50K
65, Private, Some-college, Widowed, Farming-fishing, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
21, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, White, Male,2174,0,45, Cuba, <=50K
63, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
42, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,45, Taiwan, >50K
28, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Laos, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Iran, >50K
33, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Haiti, >50K
25, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,15, Philippines, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, Thailand, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,50, South, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Peru, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,40, Nicaragua, >50K
18, State-gov, 10th, Never-married, Other-service, Own-child, White, Male,0,0,15, Philippines, <=50K
51, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Poland, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Iran, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,15024,0,40, Honduras, >50K
56, Local-gov, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Haiti, <=50K
34, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, <=50K
75, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,1901,1, France, <=50K
24, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,20, Honduras, <=50K
49, Local-gov, 12th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Laos, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, France, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
23, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Honduras, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Honduras, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Thailand, <=50K
56, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Dominican-Republic, >50K
53, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
40, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Thailand, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,20, Japan, <=50K
41, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, Iran, <=50K
49, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,30, Yugoslavia, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
25, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, >50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Poland, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,60, India, <=50K
19, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Jamaica, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,25, El-Salvador, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Peru, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2392,45, Greece, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,22, Portugal, <=50K
53, State-gov, Some-college, Divorced, Other-service, Own-child, Black, Male,0,0,76, Cambodia, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, China, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
67, Private, 11th, Widowed, Farming-fishing, Unmarried, Black, Female,0,0,42, Laos, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hong, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, Japan, >50K
70, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, Haiti, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, India, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Germany, >50K
55, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Japan, <=50K
25, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
32, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,25, Laos, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Dominican-Republic, <=50K
31, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Portugal, <=50K
70, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,16, Japan, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, >50K
49, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Ireland, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,1794,40, China, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Honduras, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Haiti, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
31, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Ecuador, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,24, Ecuador, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Poland, <=50K
50, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
54, State-gov, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Cambodia, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, France, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
24, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,37, Nicaragua, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, Canada, >50K
48, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,45, Peru, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Germany, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
32, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Laos, <=50K
23, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,45, Haiti, >50K
40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,18, Hong, <=50K
33, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Taiwan, <=50K
29, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Guatemala, <=50K
30, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Male,0,0,30, United-States, <=50K
45, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Ireland, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Japan, >50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, Japan, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Cuba, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Columbia, <=50K
55, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Thailand, <=50K
39, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Jamaica, >50K
41, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Peru, >50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Honduras, <=50K
53, Local-gov, Some-college, Divorced, Prof-specialty, Husband, White, Male,4608,0,40, Italy, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Hong, <=50K
