56, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,4269,0,45, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,10520,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,2551,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, Canada, <=50K
33, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
57, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, >50K
25, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,2104,35, United-States, <=50K
37, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,14083,0,50, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
67, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
43, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,5178,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
44, Private, Masters, Never-married, Exec-managerial, Wife, White, Male,0,0,99, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,38, United-States, <=50K
24, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private, 5th-6th, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, State-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
59, Local-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, England, <=50K
18, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
54, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2654,42, United-States, >50K
46, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,75, United-States, >50K
27, State-gov, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,32, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Dominican-Republic, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Honduras, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
53, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, 7th-8th, Divorced, Sales, Wife, White, Male,0,0,15, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
34, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, Some-college, Separated, Craft-repair, Own-child, White, Male,0,0,8, United-States, <=50K
43, Private, Some-college, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2036,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,70, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
47, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, >50K
61, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,43, Poland, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,54, Mexico, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Federal-gov, Bachelors, Divorced, Tech-support, Husband, White, Male,2434,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,1977,40, United-States, <=50K
