35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,48, Dominican-Republic, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
33, Local-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
41, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2053,48, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Scotland, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private, Some-college, Widowed, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,1887,50, United-States, <=50K
61, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
23, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,48, Taiwan, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,38, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,24, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,2017,0,40, United-States, >50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,1326,0,25, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,44, United-States, >50K
25, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
72, Private, Masters, Widowed, Farming-fishing, Husband, White, Female,0,0,16, United-States, <=50K
24, Private, Bachelors, Never-married, Farming-fishing, Own-child, Black, Male,0,0,32, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,31, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,8768,0,50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,78, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
69, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,27767,0,50, United-States, >50K
38, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,44, Italy, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, Peru, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,7298,0,20, United-States, >50K
57, Private, Assoc-acdm, Widowed, Prof-specialty, Wife, White, Female,0,0,16, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
65, Local-gov, 9th, Widowed, Prof-specialty, Husband, White, Female,2368,0,20, United-States, <=50K
40, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,30, England, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,16, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,70, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,42, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Philippines, <=50K
36, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
56, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,15024,0,40, United-States, >50K
58, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Divorced, Farming-fishing, Husband, White, Female,0,0,94, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,59, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Federal-gov, Prof-school, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, 10th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,43, United-States, <=50K
22, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,16, United-States, >50K
50, Local-gov, Assoc-acdm, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,2844,0,54, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,5178,0,40, United-States, >50K
42, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,24, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,8, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hong, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
65, Private, 5th-6th, Divorced, Sales, Husband, White, Female,0,0,35, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
41, State-gov, Some-college, Never-married, Other-service, Husband, White, Female,0,0,20, Cambodia, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Wife, Other, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Widowed, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,8, United-States, <=50K
32, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,1891,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
52, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
32, State-gov, 11th, Separated, Prof-specialty, Unmarried, Black, Male,0,0,15, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,10520,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
