48, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1887,45, France, >50K
52, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Federal-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,1887,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hungary, <=50K
48, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,25, United-States, >50K
41, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,54, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,7687,0,39, Italy, >50K
33, State-gov, 10th, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,8, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, China, <=50K
48, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,1645,40, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,3103,0,30, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1722,40, Dominican-Republic, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, England, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,27, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,48, United-States, >50K
59, State-gov, Bachelors, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
34, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1389,50, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,1902,40, United-States, >50K
22, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,25, Poland, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Philippines, >50K
35, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, Mexico, <=50K
27, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,37, Ireland, <=50K
38, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,60, England, <=50K
22, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Honduras, <=50K
50, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
44, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, South, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,37, Nicaragua, <=50K
51, Private, Masters, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Male,0,0,20, Mexico, <=50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, Iran, <=50K
24, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Italy, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,4360,0,45, Laos, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,83, Poland, <=50K
38, Private, 5th-6th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Philippines, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65, Mexico, <=50K
20, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Philippines, <=50K
22, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,52, United-States, <=50K
30, Private, 10th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,65, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Italy, <=50K
29, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Hong, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Bachelors, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Jamaica, <=50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1498,40, Puerto-Rico, >50K
26, Self-emp-not-inc, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, <=50K
21, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,30, Greece, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, South, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Thailand, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,54, Laos, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1599,40, India, <=50K
45, Private, 10th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,33, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
35, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Male,0,0,50, United-States, <=50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3528,0,35, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
24, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Federal-gov, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
47, State-gov, Some-college, Divorced, Sales, Wife, White, Female,0,0,35, United-States, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,60, Puerto-Rico, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,9211,0,50, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Own-child, Other, Female,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, El-Salvador, >50K
44, Private, 10th, Separated, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
37, Private, HS-grad, Divorced, Sales, Other-relative, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, Hong, <=50K
23, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Philippines, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Philippines, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Separated, Craft-repair, Own-child, White, Female,0,0,25, Hungary, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
48, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,15, Cambodia, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Separated, Craft-repair, Other-relative, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Thailand, <=50K
54, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
28, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,30, Trinadad&Tobago, <=50K
30, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1671,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Canada, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
47, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Peru, <=50K
51, Self-emp-not-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, Black, Male,7298,0,40, Thailand, >50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, El-Salvador, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Cambodia, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,1977,45, United-States, <=50K
30, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
