21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,2366,0,40, Iran, >50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
54, Private, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Poland, <=50K
29, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,1902,40, Ecuador, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,54, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
43, Federal-gov, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Hong, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Philippines, <=50K
37, State-gov, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,20, India, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, Mexico, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,25, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Cambodia, >50K
52, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,5111,0,25, Scotland, <=50K
35, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,38, South, <=50K
53, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,2802,0,32, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3285,0,40, Mexico, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Thailand, <=50K
29, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,24, Canada, <=50K
34, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Greece, <=50K
17, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
46, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Portugal, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,25, United-States, <=50K
29, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,0,0,99, Haiti, <=50K
53, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
35, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Local-gov, 7th-8th, Widowed, Exec-managerial, Wife, White, Female,0,0,40, Scotland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,18, Trinadad&Tobago, <=50K
70, Local-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,15, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Female,3103,0,50, Jamaica, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50K
39, Local-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,30, Japan, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Peru, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,2870,0,10, Thailand, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,2186,45, Trinadad&Tobago, >50K
63, Private, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Peru, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Cuba, <=50K
49, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, Hungary, <=50K
19, Local-gov, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,30, Puerto-Rico, <=50K
17, Private, 11th, Never-married, Other-service, Other-relative, White, Female,0,0,12, Thailand, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,50, United-States, >50K
27, Private, 10th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
35, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Columbia, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,2260,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,16, United-States, <=50K
19, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Thailand, <=50K
35, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, El-Salvador, <=50K
60, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Canada, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,42, United-States, >50K
26, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,34, United-States, <=50K
21, Private, Assoc-acdm, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,35, United-States, >50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,32, Jamaica, <=50K
57, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, Columbia, <=50K
52, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Female,5013,0,30, United-States, <=50K
38, Self-emp-inc, 10th, Separated, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1977,40, El-Salvador, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1902,60, Guatemala, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,65, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Ireland, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
43, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,37, Peru, <=50K
55, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Bachelors, Separated, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
31, Private, Some-college, Separated, Adm-clerical, Own-child, White, Male,0,0,34, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,35, Guatemala, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, Japan, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
72, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, Nicaragua, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,24, Portugal, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1887,70, United-States, >50K
34, Self-emp-inc, Some-college, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,2415,40, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Philippines, >50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
75, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
35, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,3325,0,40, Germany, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, Honduras, <=50K
44, Self-emp-not-inc, 5th-6th, Divorced, Exec-managerial, Wife, White, Female,0,0,54, Cuba, >50K
57, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Columbia, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
34, Private, 10th, Never-married, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,43, United-States, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
80, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2318,27, Outlying-US(Guam-USVI-etc), <=50K
44, Self-emp-not-inc, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
69, Private, HS-grad, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
