48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
43, Local-gov, Assoc-acdm, Separated, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,50, United-States, >50K
36, Self-emp-inc, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
24, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,2598,0,40, United-States, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,30, United-States, <=50K
36, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
34, State-gov, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,65, United-States, >50K
30, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
51, Private, Bachelors, Never-married, Tech-support, Husband, Other, Male,7687,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,42, United-States, >50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
43, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
37, Private, 10th, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, White, Male,3466,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
62, Private, Some-college, Widowed, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,2771,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
42, State-gov, Masters, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
51, State-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
28, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
75, Local-gov, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
32, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
53, Local-gov, Bachelors, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Private, Masters, Separated, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,88, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,35, Canada, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Farming-fishing, Husband, Black, Male,12561,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
35, Private, Bachelors, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4812,0,40, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Other-relative, Black, Male,0,0,35, United-States, <=50K
22, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
35, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, State-gov, 11th, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,15, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,2174,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,30, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, Philippines, >50K
66, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,2030,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, 9th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
63, Federal-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,21527,0,10, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
64, Local-gov, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
53, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,20, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1660,37, United-States, >50K
40, Private, Masters, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,40, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Private, Some-college, Widowed, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
21, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,9, United-States, <=50K
64, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,4, United-States, >50K
18, Self-emp-not-inc, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1885,60, United-States, >50K
41, Private, Masters, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,2174,0,40, Columbia, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,24, United-States, <=50K
28, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, 9th, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,73, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Ecuador, <=50K
28, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,2886,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
36, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,1730,40, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,29, United-States, <=50K
45, Local-gov, Masters, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
78, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,15, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
