42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Japan, <=50K
38, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
22, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,2805,0,59, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,3191,0,40, United-States, >50K
23, State-gov, 10th, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,30, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,15, United-States, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,3325,0,42, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,2802,0,60, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
62, Self-emp-not-inc, 7th-8th, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,3304,0,40, United-States, <=50K
40, Private, Prof-school, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,1887,45, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Mexico, <=50K
67, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,3, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,54, United-States, <=50K
32, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,5013,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Federal-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,32, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Prof-school, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
54, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
31, Private, Bachelors, Separated, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, United-States, <=50K
60, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
67, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1887,70, United-States, <=50K
35, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,3889,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,7298,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
52, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
50, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
60, Federal-gov, Bachelors, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Mexico, <=50K
29, Private, Bachelors, Divorced, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
31, Self-emp-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
69, State-gov, Masters, Widowed, Transport-moving, Not-in-family, White, Female,0,0,8, United-States, <=50K
49, Private, Masters, Divorced, Farming-fishing, Unmarried, White, Male,0,0,45, United-States, <=50K
37, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,3088,0,40, United-States, >50K
35, Private, Bachelors, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
38, State-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,25, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,35, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,4064,0,50, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, 12th, Divorced, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,2963,0,40, Guatemala, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, 5th-6th, Married-civ-spouse, Other-service, Not-in-family, White, Female,72,0,20, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Farming-fishing, Husband, Other, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
52, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,25, Hungary, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Divorced, Sales, Husband, White, Male,99999,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
25, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,38, England, >50K
48, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4064,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,7298,0,54, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, >50K
43, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
31, Private, Doctorate, Never-married, Sales, Husband, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,38, United-States, <=50K
58, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,72, United-States, >50K
45, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,14064,0,50, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 9th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,79, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Mexico, <=50K
