43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, Greece, >50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Black, Male,7298,0,50, Poland, >50K
34, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, <=50K
32, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, Black, Female,0,1335,50, Canada, <=50K
37, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Female,0,1590,50, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
27, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Male,4877,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, Yugoslavia, <=50K
45, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,5025,0,40, Ireland, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,48, Laos, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,8614,0,50, Italy, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,50, France, <=50K
48, Federal-gov, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, Canada, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, England, >50K
29, Private, HS-grad, Separated, Other-service, Wife, White, Male,0,0,12, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Guatemala, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, Poland, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Widowed, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,48, Canada, >50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,48, Iran, >50K
74, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,1466,40, United-States, <=50K
41, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,4823,0,50, Scotland, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,1440,40, United-States, <=50K
43, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, >50K
27, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
39, Private, Some-college, Separated, Machine-op-inspct, Unmarried, Other, Female,0,0,45, El-Salvador, <=50K
42, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,57, Philippines, <=50K
25, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Cuba, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
36, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Portugal, <=50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,45, Laos, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,38, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Local-gov, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, Thailand, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,2375,35, United-States, <=50K
39, Local-gov, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,25, Portugal, <=50K
50, Private, Assoc-voc, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Mexico, >50K
26, Private, 9th, Separated, Adm-clerical, Unmarried, Other, Female,0,0,35, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
45, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,44, Poland, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, Portugal, <=50K
74, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
46, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,33, Ecuador, <=50K
24, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
79, Self-emp-not-inc, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,52, United-States, >50K
37, State-gov, Bachelors, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Portugal, <=50K
23, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,36, Iran, >50K
25, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
44, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,48, Trinadad&Tobago, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Hungary, <=50K
58, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Laos, >50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Vietnam, >50K
52, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Jamaica, <=50K
69, Private, Some-college, Married-spouse-absent, Tech-support, Not-in-family, Black, Male,0,0,35, United-States, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
50, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
37, Local-gov, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Ecuador, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Laos, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
45, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
43, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Dominican-Republic, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Hungary, <=50K
24, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, India, >50K
44, Private, Assoc-voc, Separated, Sales, Wife, White, Male,0,0,14, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, Masters, Married-civ-spouse, Other-service, Unmarried, White, Male,4970,0,24, Mexico, <=50K
40, Private, HS-grad, Separated, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Greece, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Italy, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Ireland, >50K
36, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,87, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, Scotland, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,60, United-States, >50K
36, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,36, Portugal, >50K
42, Local-gov, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Portugal, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Iran, >50K
19, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,2843,0,40, United-States, <=50K
25, Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
33, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, Nicaragua, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
22, Private, 5th-6th, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
46, State-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,50, Taiwan, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
57, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Wife, Other, Male,0,0,40, Laos, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Female,0,0,50, Greece, >50K
47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
32, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Haiti, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,25, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,5013,0,38, Cuba, <=50K
49, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,14863,0,44, Ireland, <=50K
69, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,8, Iran, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, China, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,35, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Handlers-cleaners, Wife, Black, Male,0,0,40, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,34337,0,50, Honduras, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Peru, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cambodia, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,45, Portugal, <=50K
