59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
66, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5013,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,32, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, <=50K
30, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Guatemala, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, Guatemala, <=50K
31, Private, Assoc-voc, Never-married, Transport-moving, Unmarried, White, Male,0,0,46, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, United-States, >50K
30, Private, Masters, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,16, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
39, Federal-gov, Assoc-voc, Divorced, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
66, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,2374,40, Dominican-Republic, <=50K
36, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,1989,70, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Canada, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, >50K
49, Self-emp-inc, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,55, United-States, <=50K
52, Private, Assoc-acdm, Divorced, Tech-support, Other-relative, White, Female,0,0,43, United-States, <=50K
30, Private, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
40, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,75, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,99999,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,20, Italy, <=50K
44, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
38, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,9592,0,50, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, >50K
74, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Female,0,0,18, United-States, <=50K
51, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, France, <=50K
41, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,1899,30, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
61, Federal-gov, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,48, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,8, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
28, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States, <=50K
53, Federal-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,48, Cambodia, <=50K
20, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Female,4710,0,40, United-States, >50K
36, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
22, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,45, United-States, <=50K
72, Private, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
52, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
73, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,6, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Mexico, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,52, United-States, <=50K
17, Private, 9th, Never-married, Sales, Own-child, Other, Female,0,0,20, Vietnam, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, Germany, <=50K
45, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 12th, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,25, United-States, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
54, State-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,10171,0,27, England, <=50K
33, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, England, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,16, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
69, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Poland, <=50K
38, Private, Prof-school, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
43, State-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, >50K
36, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,31, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
52, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,32, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,29982,0,79, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
41, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
38, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,45, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1848,54, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,54, United-States, <=50K
25, Private, 11th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
43, Self-emp-inc, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
25, State-gov, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,12, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
23, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,36, United-States, >50K
43, Local-gov, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,7298,0,40, United-States, >50K
32, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,37, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1590,42, United-States, >50K
24, Private, 5th-6th, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, >50K
