25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Federal-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,16, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, India, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,20, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Scotland, >50K
43, Local-gov, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, El-Salvador, <=50K
21, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1887,35, Nicaragua, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Greece, >50K
51, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,25, India, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, India, >50K
57, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
18, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Nicaragua, <=50K
59, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,72, South, >50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Scotland, <=50K
25, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Priv-house-serv, Husband, Black, Male,4085,0,78, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,1857,40, United-States, <=50K
60, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, <=50K
51, Local-gov, Prof-school, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Poland, <=50K
52, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Ireland, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, Germany, >50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
32, Private, 10th, Divorced, Prof-specialty, Own-child, White, Male,7687,0,48, United-States, >50K
46, Private, 1st-4th, Widowed, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
25, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,40, India, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
48, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, Poland, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Japan, <=50K
34, Private, 5th-6th, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
61, Local-gov, Assoc-voc, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,60, United-States, <=50K
58, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Vietnam, <=50K
18, State-gov, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,20, United-States, <=50K
17, Local-gov, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,12, United-States, <=50K
22, State-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,10, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
53, State-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,2236,0,40, United-States, <=50K
70, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,12, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,36, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,35, Vietnam, <=50K
60, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,60, United-States, >50K
45, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,70, United-States, <=50K
38, Private, 5th-6th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Germany, <=50K
49, Private, 10th, Married-civ-spouse, Sales, Own-child, White, Male,7687,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1899,40, United-States, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1869,50, United-States, <=50K
31, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,2265,45, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,2795,0,54, Mexico, >50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Japan, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
36, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Taiwan, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Thailand, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, State-gov, HS-grad, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,38, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
46, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,20, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,2253,40, Portugal, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,39, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, Cambodia, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
42, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
50, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,35, Portugal, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,44, United-States, <=50K
31, Self-emp-not-inc, Doctorate, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,28, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,27, China, >50K
67, Private, Some-college, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, South, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,13, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Greece, <=50K
66, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Canada, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
29, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
46, Self-emp-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
33, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
64, Local-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Greece, <=50K
19, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,32, Italy, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1926,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Thailand, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,48, United-States, <=50K
60, State-gov, 1st-4th, Widowed, Protective-serv, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 12th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,35, Hong, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
43, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
52, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Haiti, <=50K
45, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Germany, >50K
54, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Japan, >50K
47, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female,0,0,45, India, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
