19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
61, Private, Assoc-voc, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
69, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,33, United-States, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 9th, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Prof-school, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,2022,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,36, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1753,40, United-States, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, >50K
66, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, India, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
32, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
46, Private, 7th-8th, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
50, Self-emp-inc, 9th, Widowed, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1978,70, United-States, >50K
34, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,54, United-States, >50K
22, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Germany, >50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Local-gov, Some-college, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States, >50K
31, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,28, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
57, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,54, United-States, >50K
53, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,97, United-States, <=50K
35, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,21, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,54, United-States, >50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
65, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Dominican-Republic, >50K
37, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,32, United-States, <=50K
55, Private, 9th, Never-married, Other-service, Unmarried, Black, Male,0,0,48, United-States, <=50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,45, United-States, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
51, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, Mexico, <=50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,60, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Mexico, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,45, United-States, <=50K
60, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,2, United-States, <=50K
32, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
57, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,60, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, 11th, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Tech-support, Other-relative, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,1976,35, United-States, >50K
27, Private, 10th, Never-married, Sales, Husband, White, Male,0,0,20, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
62, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
51, Private, Bachelors, Widowed, Transport-moving, Unmarried, White, Female,0,0,60, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,27, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,45, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,1382,50, United-States, >50K
40, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,15024,0,40, South, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
23, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, State-gov, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Mexico, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,32, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,42, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5013,0,25, United-States, >50K
60, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
33, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Male,0,0,80, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,11, United-States, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
64, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
32, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
