59, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, Puerto-Rico, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Scotland, >50K
35, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Vietnam, <=50K
31, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,40, Portugal, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,40, Poland, >50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Honduras, <=50K
54, Local-gov, 1st-4th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3902,0,45, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, England, <=50K
40, Local-gov, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,20, Guatemala, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
61, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
23, Self-emp-not-inc, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
28, State-gov, Masters, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, 9th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, Philippines, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
50, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
76, Self-emp-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 10th, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Separated, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
81, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,4170,19, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, France, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
36, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Never-married, Sales, Wife, White, Male,0,0,40, United-States, >50K
74, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
47, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,43, Philippines, <=50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,16, United-States, <=50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Other-relative, White, Female,0,0,43, United-States, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
54, Self-emp-not-inc, 9th, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,20, United-States, <=50K
31, Federal-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,50, Greece, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,4849,0,40, United-States, <=50K
21, Private, 5th-6th, Divorced, Sales, Own-child, White, Female,0,0,36, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, 11th, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,36, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,25, United-States, >50K
32, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,0,1848,37, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, >50K
52, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,63, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Japan, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
57, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, England, >50K
36, Private, 5th-6th, Never-married, Sales, Wife, Other, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Doctorate, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, India, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
68, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,34, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4751,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Iran, <=50K
52, Private, 7th-8th, Widowed, Machine-op-inspct, Unmarried, White, Female,0,1887,40, United-States, <=50K
53, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,42, Thailand, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, China, <=50K
41, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, United-States, >50K
40, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Germany, >50K
34, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, >50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,32, United-States, <=50K
58, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Mexico, <=50K
53, Private, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cambodia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
64, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Poland, >50K
50, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,48, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,50, United-States, >50K
