34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
35, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
41, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, South, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, Laos, <=50K
50, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
25, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Poland, >50K
52, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, Trinadad&Tobago, <=50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
36, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Poland, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, Poland, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,80, Honduras, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Nicaragua, >50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Scotland, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
58, Self-emp-not-inc, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
45, Self-emp-not-inc, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,79, Vietnam, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Yugoslavia, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, <=50K
18, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,15, Ireland, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4943,0,40, Thailand, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
32, Private, Masters, Divorced, Prof-specialty, Unmarried, Black, Male,0,1756,54, India, >50K
51, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
33, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Guatemala, <=50K
38, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
18, Private, 9th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Hungary, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Ireland, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Canada, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Dominican-Republic, <=50K
44, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, >50K
59, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, Nicaragua, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
19, Private, Masters, Never-married, Tech-support, Own-child, White, Female,0,0,16, India, <=50K
55, Local-gov, 1st-4th, Divorced, Other-service, Not-in-family, White, Male,0,0,50, Italy, <=50K
21, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Portugal, <=50K
59, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Japan, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, >50K
59, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, Columbia, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, India, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
23, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Japan, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,2001,50, Yugoslavia, >50K
40, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, South, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Poland, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, <=50K
37, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,76, Taiwan, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1719,40, Puerto-Rico, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
32, State-gov, Masters, Separated, Sales, Not-in-family, White, Male,0,0,54, Italy, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Puerto-Rico, >50K
42, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Columbia, <=50K
45, Local-gov, 1st-4th, Divorced, Adm-clerical, Wife, White, Female,0,0,45, Peru, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, Ireland, <=50K
19, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, South, <=50K
60, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,46, Columbia, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
62, State-gov, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Hong, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,24, Columbia, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Poland, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, Nicaragua, <=50K
23, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, China, <=50K
37, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Unmarried, White, Male,0,0,40, Cuba, <=50K
57, Private, 10th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
33, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,20, Philippines, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Portugal, <=50K
27, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, Thailand, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,40, Puerto-Rico, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Thailand, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Haiti, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, Japan, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Thailand, <=50K
27, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, >50K
35, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,30, Poland, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, >50K
24, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, <=50K
23, Local-gov, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, Yugoslavia, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
72, Self-emp-not-inc, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,10, Honduras, <=50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,35, France, <=50K
34, Local-gov, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
35, Private, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, Trinadad&Tobago, >50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, Haiti, >50K
33, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, South, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Greece, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Guatemala, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
25, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,15, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,35, Taiwan, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,44, Canada, <=50K
48, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,54, Cuba, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Hong, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
39, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,1138,0,32, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
46, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, France, <=50K
19, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Scotland, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,3, Trinadad&Tobago, <=50K
53, State-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
19, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, England, <=50K
28, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,15, Ireland, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,4548,0,54, Nicaragua, <=50K
29, Private, Doctorate, Married-civ-spouse, Other-service, Wife, White, Male,0,0,35, Portugal, <=50K
55, Private, 1st-4th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, South, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
44, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Hungary, <=50K
50, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Guatemala, >50K
41, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Guatemala, >50K
34, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,63, Jamaica, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,5178,0,35, Germany, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Peru, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, Canada, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
30, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Mexico, >50K
45, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, Thailand, >50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Columbia, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, Guatemala, <=50K
77, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,2, Vietnam, >50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Greece, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, England, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,54, United-States, <=50K
60, Self-emp-not-inc, Some-college, Widowed, Protective-serv, Husband, Other, Male,0,0,54, Nicaragua, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Iran, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Iran, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, Scotland, <=50K
40, State-gov, 12th, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, Thailand, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Ecuador, <=50K
89, Self-emp-not-inc, 10th, Widowed, Farming-fishing, Not-in-family, Other, Female,0,0,25, China, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, Mexico, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Germany, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
18, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
48, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, >50K
19, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Cambodia, <=50K
46, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, Canada, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
57, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Honduras, <=50K
