27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
54, Private, HS-grad, Widowed, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Federal-gov, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,16, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Canada, >50K
19, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,3266,0,20, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, United-States, <=50K
29, Private, Assoc-voc, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,25, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
39, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,1848,54, United-States, >50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,3212,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,64, United-States, <=50K
29, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
31, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
60, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, 10th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
27, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
46, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,46, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,4505,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
56, Federal-gov, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,22, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,15024,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,65, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,30, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
61, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,15024,0,50, United-States, >50K
56, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Female,0,0,32, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
25, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,48, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Female,4373,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Male,0,0,70, United-States, <=50K
56, Private, 10th, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7303,0,40, United-States, >50K
57, Private, HS-grad, Widowed, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
72, Self-emp-inc, 9th, Never-married, Exec-managerial, Not-in-family, White, Female,27544,0,8, United-States, >50K
24, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,99999,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
51, Self-emp-inc, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,54, United-States, <=50K
70, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,5013,0,40, United-States, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
48, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,2879,0,10, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Portugal, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,44, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
28, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,43, United-States, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,4065,0,48, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,11, Scotland, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,37, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
58, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,52, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, Philippines, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
21, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,3117,0,20, United-States, <=50K
35, Local-gov, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,1740,40, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,1806,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,1594,45, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,41, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Local-gov, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
71, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,17, United-States, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1879,50, United-States, <=50K
47, Self-emp-not-inc, Some-college, Never-married, Other-service, Wife, Black, Female,0,2022,40, United-States, <=50K
45, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,1511,54, United-States, <=50K
50, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, Black, Male,0,0,38, United-States, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Prof-specialty, Other-relative, White, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
