38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
41, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Assoc-voc, Widowed, Sales, Unmarried, White, Female,0,0,6, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,32, United-States, <=50K
27, Self-emp-not-inc, Prof-school, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, >50K
35, Local-gov, Some-college, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1886,36, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
71, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,48, United-States, >50K
22, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, >50K
63, Private, 10th, Widowed, Other-service, Not-in-family, White, Male,0,0,3, United-States, <=50K
47, Local-gov, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,45, United-States, <=50K
22, Private, 10th, Separated, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private, Bachelors, Divorced, Prof-specialty, Other-relative, White, Male,0,0,80, Italy, >50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
62, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
44, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
80, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,1886,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,32, United-States, <=50K
45, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
56, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, Greece, <=50K
32, Private, HS-grad, Separated, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,38, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
56, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1671,60, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,45, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
48, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,46, United-States, >50K
27, Federal-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,45, Iran, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,25, United-States, >50K
58, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,65, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, <=50K
51, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,99999,0,50, United-States, >50K
25, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,60, Greece, <=50K
43, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Poland, <=50K
20, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,10, United-States, <=50K
20, Local-gov, 12th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Poland, <=50K
43, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
50, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Divorced, Farming-fishing, Wife, White, Female,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
24, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,77, United-States, >50K
21, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, 7th-8th, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
35, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Jamaica, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2762,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,54, United-States, <=50K
25, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,54, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
61, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
48, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Local-gov, 7th-8th, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
59, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,1009,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,5013,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,30, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1864,60, United-States, >50K
22, Local-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
75, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,2906,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Masters, Divorced, Sales, Own-child, Black, Female,0,0,60, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,71, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2421,60, United-States, >50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
