50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
42, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,2922,0,36, United-States, <=50K
23, Private, 10th, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
26, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, >50K
60, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
23, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Not-in-family, Black, Female,0,0,20, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
27, State-gov, 7th-8th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, 10th, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,3114,0,60, United-States, <=50K
33, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Thailand, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Separated, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
29, Private, Bachelors, Separated, Transport-moving, Not-in-family, White, Male,0,0,29, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,2713,0,40, United-States, <=50K
48, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-spouse-absent, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,6, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,29, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,54, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,29, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,5, United-States, <=50K
57, State-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
49, Private, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,60, Mexico, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,29, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
36, Self-emp-inc, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,32, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
39, Private, Bachelors, Separated, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, <=50K
43, Local-gov, Assoc-voc, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,52721,0,61, United-States, >50K
50, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,29, United-States, <=50K
68, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Philippines, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
66, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4176,0,44, United-States, >50K
56, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
67, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,19861,0,20, United-States, >50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, Canada, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
20, Private, 10th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
44, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
40, Private, 11th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,23, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Thailand, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,61, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
71, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,16, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,35, United-States, <=50K
18, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,29, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,1600,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,64, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, State-gov, Assoc-voc, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,1584,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,7, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,18, Nicaragua, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,4082,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Masters, Never-married, Other-service, Wife, White, Female,0,0,10, United-States, <=50K
31, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,38, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2147,40, United-States, >50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
