35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
52, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, >50K
34, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
58, Private, Masters, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1867,45, United-States, <=50K
28, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1974,50, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
57, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,48, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private, Bachelors, Never-married, Farming-fishing, Unmarried, Black, Female,3127,0,50, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,7298,0,52, United-States, >50K
39, Local-gov, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,38, Mexico, <=50K
35, Local-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1740,45, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,36, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1738,50, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
70, Private, Some-college, Widowed, Farming-fishing, Husband, White, Male,0,0,30, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
42, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Hungary, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,20, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Vietnam, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,19, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,60, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Widowed, Protective-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
29, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private, 5th-6th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
32, Self-emp-not-inc, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Federal-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,1776,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,32, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
40, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
31, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,25, United-States, <=50K
41, Private, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1692,40, United-States, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,7298,0,36, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, >50K
22, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K
29, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
51, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Separated, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,36, United-States, >50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Armed-Forces, Husband, White, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,1, United-States, <=50K
48, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,2723,0,40, United-States, <=50K
90, Federal-gov, Doctorate, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,54, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
64, Private, Bachelors, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,21, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, <=50K
49, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Female,4386,0,5, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,3723,0,35, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Separated, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3103,0,30, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
55, Local-gov, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Private, 10th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
