34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Greece, >50K
32, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, South, <=50K
59, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,10589,0,40, South, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Germany, >50K
38, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
41, State-gov, Doctorate, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,1977,20, France, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, 9th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
51, Private, 9th, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, England, >50K
50, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
46, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,2175,0,50, Haiti, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Japan, <=50K
52, Private, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Portugal, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,1887,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Ireland, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, South, <=50K
31, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
62, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,1977,40, Guatemala, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Columbia, >50K
39, Self-emp-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Sales, Own-child, Other, Male,0,0,43, Outlying-US(Guam-USVI-etc), <=50K
19, Self-emp-not-inc, Assoc-voc, Never-married, Protective-serv, Own-child, Black, Female,0,0,20, Vietnam, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1661,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
58, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, Ecuador, <=50K
29, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,1979,40, Germany, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, France, <=50K
77, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Greece, <=50K
44, Private, Masters, Never-married, Sales, Own-child, Black, Female,0,0,21, United-States, <=50K
46, Private, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, Thailand, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Taiwan, >50K
46, Private, Masters, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
28, Private, Masters, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Jamaica, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5117,0,60, India, >50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ireland, >50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, United-States, >50K
33, Private, 9th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, Guatemala, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,60, Philippines, <=50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1738,60, Hungary, >50K
50, Self-emp-not-inc, 9th, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
71, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Female,2491,0,15, Nicaragua, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,35, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K
30, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Local-gov, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,40, Nicaragua, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Philippines, >50K
22, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Female,0,0,30, Vietnam, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, >50K
41, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
38, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,7687,0,40, Portugal, >50K
25, Private, HS-grad, Separated, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,44, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Ireland, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Guatemala, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,2214,0,40, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Mexico, <=50K
35, Private, 5th-6th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,3086,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, Japan, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, El-Salvador, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Taiwan, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Trinadad&Tobago, >50K
44, Self-emp-not-inc, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, China, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, State-gov, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Japan, >50K
59, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Local-gov, Assoc-acdm, Separated, Craft-repair, Wife, White, Male,0,0,40, Dominican-Republic, <=50K
54, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, United-States, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Cuba, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,65, Yugoslavia, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, China, >50K
23, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,30, Hungary, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Self-emp-not-inc, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Mexico, <=50K
48, Private, 9th, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,43, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,74, Haiti, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,65, United-States, <=50K
66, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,8, United-States, <=50K
59, Private, HS-grad, Widowed, Craft-repair, Husband, Other, Male,0,0,48, United-States, <=50K
25, Local-gov, Some-college, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, Philippines, >50K
39, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,50, United-States, <=50K
57, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Separated, Farming-fishing, Husband, Other, Male,0,0,45, Iran, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1674,60, Columbia, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Nicaragua, <=50K
20, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Jamaica, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Portugal, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
47, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,75, United-States, <=50K
