62, Private, Doctorate, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
38, Private, 9th, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
65, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,38, United-States, <=50K
43, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,10, United-States, <=50K
60, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
62, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
46, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, >50K
50, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,3325,0,50, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Wife, White, Female,0,0,70, United-States, >50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1956,40, United-States, >50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,35, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,70, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, Hungary, <=50K
39, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,48, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, United-States, <=50K
54, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,4025,0,45, United-States, >50K
26, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
63, Self-emp-inc, Assoc-voc, Widowed, Sales, Wife, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,50, Ireland, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,1902,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
61, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 9th, Never-married, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Prof-school, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
47, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,26, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
43, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,16, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
25, Private, Masters, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Other-relative, White, Female,0,0,20, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
57, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,35, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,48, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-inc, Masters, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
46, State-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,39, United-States, <=50K
35, Private, Some-college, Separated, Farming-fishing, Own-child, White, Female,0,0,38, Mexico, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,45, United-States, >50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7687,0,44, United-States, >50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,64, United-States, >50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4066,0,50, El-Salvador, >50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, 11th, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,10, United-States, <=50K
