49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,64, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
41, State-gov, Some-college, Widowed, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
60, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Own-child, White, Male,0,0,34, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Philippines, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,1977,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Local-gov, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, France, >50K
38, Private, Assoc-acdm, Widowed, Other-service, Wife, White, Female,0,1705,13, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
52, Private, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7298,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,4386,0,40, United-States, >50K
25, Local-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
52, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,15, United-States, <=50K
22, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, >50K
25, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,29, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,34, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1986,40, United-States, >50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, >50K
42, Private, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,2464,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,29, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,34, United-States, <=50K
42, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
48, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
19, Local-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
38, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
61, Local-gov, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, Iran, <=50K
26, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,25, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, South, <=50K
33, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,10, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,2184,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
35, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
18, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,70, United-States, <=50K
20, Private, 9th, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
40, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,33, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
51, Private, Assoc-voc, Never-married, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Japan, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,14141,0,42, Ireland, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,71, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
40, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,75, United-States, <=50K
50, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
41, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
