55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
33, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,80, Hungary, <=50K
45, State-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,30, Germany, >50K
50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, Mexico, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, France, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
71, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Canada, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Amer-Indian-Eskimo, Male,2948,0,40, Nicaragua, >50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2212,40, South, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Peru, <=50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, France, <=50K
39, Private, Masters, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Japan, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15033,0,40, Honduras, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,60, Puerto-Rico, >50K
46, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,23400,0,35, Iran, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Female,0,0,50, Vietnam, <=50K
58, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Ecuador, >50K
42, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,48, England, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, El-Salvador, >50K
46, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
34, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
45, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, South, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1902,69, Poland, >50K
20, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Taiwan, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
46, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Iran, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,24, France, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,45, Mexico, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,70, France, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,48, Taiwan, >50K
36, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, Laos, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Yugoslavia, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, South, >50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, El-Salvador, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Cuba, >50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Iran, >50K
44, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,24, Laos, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,4661,0,45, Ecuador, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Germany, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,2763,45, Scotland, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Ecuador, >50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, England, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1887,45, Scotland, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,15, Trinadad&Tobago, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,2897,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, Poland, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, Yugoslavia, >50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Vietnam, <=50K
22, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,50, India, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1887,65, Scotland, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Japan, <=50K
42, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Female,7687,0,50, China, >50K
24, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, England, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, England, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
54, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
48, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,60, France, <=50K
40, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,36, Haiti, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,2530,0,40, Germany, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
34, Private, Masters, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, South, <=50K
28, Private, 11th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, France, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
31, Private, 10th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,4675,0,40, Cuba, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,20, Taiwan, <=50K
50, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
45, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,54, Columbia, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,24, Germany, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,35, France, >50K
31, Private, Some-college, Never-married, Transport-moving, Husband, Other, Female,0,0,35, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Outlying-US(Guam-USVI-etc), >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1740,37, Haiti, <=50K
49, Private, HS-grad, Separated, Transport-moving, Not-in-family, Other, Male,0,0,30, Nicaragua, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Jamaica, <=50K
34, Private, 10th, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Honduras, >50K
37, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,3196,0,30, Outlying-US(Guam-USVI-etc), >50K
39, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, Haiti, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,7298,0,40, Thailand, >50K
23, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,30, Haiti, <=50K
45, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,45, Yugoslavia, >50K
36, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Laos, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, France, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,45, England, >50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Thailand, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,59, England, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Ireland, <=50K
43, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Guatemala, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,24, Puerto-Rico, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,2252,0,98, Cambodia, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1882,54, Laos, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Italy, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Mexico, >50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
48, Private, Some-college, Separated, Other-service, Not-in-family, Other, Female,0,0,16, Ireland, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, England, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,40, South, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Nicaragua, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
39, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Black, Female,0,2435,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, Nicaragua, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Greece, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,43, Philippines, <=50K
60, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
46, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Italy, <=50K
50, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
37, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Italy, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,20, Dominican-Republic, >50K
32, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,21, Italy, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Yugoslavia, <=50K
28, Private, 12th, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,35, Columbia, <=50K
21, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Nicaragua, <=50K
43, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,50, Nicaragua, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,65, Iran, >50K
52, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,35, Haiti, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Thailand, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Philippines, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,50, Mexico, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, China, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
59, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
43, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Thailand, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Wife, Other, Female,0,0,40, Philippines, <=50K
70, Private, 10th, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,20, England, <=50K
