19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Husband, Black, Female,0,0,40, United-States, >50K
37, Private, 5th-6th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,36, United-States, <=50K
54, Private, HS-grad, Divorced, Farming-fishing, Husband, Black, Male,0,0,73, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, England, <=50K
46, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-spouse-absent, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Some-college, Divorced, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
45, Federal-gov, Prof-school, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, >50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1875,50, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
29, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,24, United-States, <=50K
25, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,31, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,34, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,15510,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Tech-support, Wife, White, Female,0,0,8, Puerto-Rico, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, <=50K
27, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,0,0,28, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,16, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,4082,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,1852,0,40, United-States, >50K
52, Private, Doctorate, Separated, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,7298,0,35, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,44, United-States, <=50K
32, Federal-gov, Assoc-acdm, Divorced, Tech-support, Husband, White, Male,0,0,43, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,21181,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Mexico, <=50K
34, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,33, United-States, <=50K
42, Private, 11th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, China, >50K
25, Self-emp-inc, Bachelors, Never-married, Sales, Wife, White, Male,3041,0,30, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Other-relative, Black, Female,0,0,16, United-States, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,36, England, <=50K
75, State-gov, Some-college, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
38, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
76, Local-gov, Bachelors, Widowed, Sales, Husband, Black, Male,0,0,12, United-States, <=50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,15024,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
42, Private, Some-college, Divorced, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private, Assoc-voc, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1962,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,46, United-States, <=50K
59, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, Mexico, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,12, United-States, <=50K
25, Private, Bachelors, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,70, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Japan, <=50K
26, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 12th, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,6561,0,45, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, Other, Male,0,0,80, United-States, >50K
20, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,25, Mexico, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,30, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1911,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Federal-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Private, 10th, Widowed, Exec-managerial, Husband, White, Female,15024,0,45, United-States, <=50K
57, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
59, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
87, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,50, Mexico, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,20, United-States, <=50K
28, Local-gov, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
77, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,32, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,42, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
52, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Male,0,0,37, United-States, >50K
47, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, England, <=50K
52, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States, >50K
28, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
