21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,25, Greece, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, France, <=50K
27, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Hungary, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,40, Japan, >50K
25, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Hungary, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Own-child, Black, Male,0,0,40, Japan, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,422,0,50, Iran, <=50K
63, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,1805,0,24, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, France, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,4815,0,40, United-States, <=50K
43, Private, HS-grad, Married-spouse-absent, Transport-moving, Own-child, Black, Male,0,0,99, United-States, <=50K
45, Private, Assoc-voc, Divorced, Other-service, Wife, Black, Female,0,0,30, Yugoslavia, <=50K
26, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,40, Jamaica, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1876,40, United-States, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,38, Puerto-Rico, <=50K
50, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
52, State-gov, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, Holand-Netherlands, <=50K
60, Private, 5th-6th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,30, Iran, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Hungary, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,45, United-States, >50K
47, Self-emp-inc, Assoc-acdm, Divorced, Tech-support, Not-in-family, Black, Male,2100,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
44, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,99999,0,40, Holand-Netherlands, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Philippines, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3225,0,40, United-States, >50K
39, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, Hong, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
27, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,54, United-States, <=50K
35, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,44, El-Salvador, >50K
24, Private, Doctorate, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
61, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Japan, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,77, Japan, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Vietnam, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Hong, >50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, France, >50K
27, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Holand-Netherlands, <=50K
40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Jamaica, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,4492,0,45, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,26, Hong, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Hungary, <=50K
32, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, India, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, Holand-Netherlands, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Vietnam, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,1841,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
70, Private, HS-grad, Separated, Adm-clerical, Husband, White, Female,0,0,40, Ecuador, <=50K
60, Private, HS-grad, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,0,0,60, Italy, <=50K
65, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,50, India, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, United-States, <=50K
49, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,60, United-States, <=50K
56, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,43, United-States, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,50, Italy, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,45, Peru, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Greece, >50K
50, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Laos, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Italy, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Guatemala, <=50K
33, Private, 11th, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, El-Salvador, >50K
67, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,30, Germany, <=50K
46, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
76, Private, 9th, Widowed, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, Laos, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Italy, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
37, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
44, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
70, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,2887,0,16, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Poland, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,1589,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Poland, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
59, Federal-gov, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Holand-Netherlands, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, Honduras, >50K
27, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,3450,0,40, Yugoslavia, >50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, Italy, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, India, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Vietnam, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Cuba, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,79, United-States, <=50K
39, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,20, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Cambodia, <=50K
28, Private, Doctorate, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
36, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Protective-serv, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,70, India, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1816,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,36, United-States, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,7687,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,99999,0,60, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
33, Self-emp-inc, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
