47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
66, Local-gov, 1st-4th, Separated, Other-service, Unmarried, White, Female,0,0,40, Cambodia, <=50K
28, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
38, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,5013,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,37, United-States, >50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,30, Philippines, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Honduras, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
28, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, South, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,48, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,5406,0,45, United-States, <=50K
39, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,1876,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,38, Mexico, <=50K
18, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,0,0,30, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,1887,54, United-States, <=50K
24, Private, Preschool, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Own-child, Black, Male,0,0,50, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1931,40, United-States, <=50K
48, Local-gov, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, United-States, <=50K
62, Private, Preschool, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,46, United-States, <=50K
57, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,53, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States, <=50K
45, Self-emp-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,10520,0,45, United-States, >50K
53, Private, 5th-6th, Divorced, Other-service, Wife, White, Female,0,0,10, Dominican-Republic, <=50K
38, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,20, United-States, <=50K
58, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
44, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,25, Mexico, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,21, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,42207,0,50, United-States, <=50K
19, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Male,0,1733,30, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
47, Federal-gov, Bachelors, Separated, Transport-moving, Unmarried, White, Female,0,0,38, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
30, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, >50K
28, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,1467,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-voc, Widowed, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3375,0,40, United-States, >50K
33, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,12280,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Divorced, Sales, Own-child, White, Female,0,0,24, United-States, >50K
26, Local-gov, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,24, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Italy, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, United-States, <=50K
58, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
20, State-gov, 12th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,60, Haiti, <=50K
62, Private, Assoc-acdm, Separated, Machine-op-inspct, Wife, White, Male,15024,0,40, United-States, <=50K
46, State-gov, Bachelors, Separated, Other-service, Not-in-family, White, Female,10390,0,55, United-States, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,38, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
73, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,15, China, <=50K
38, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,24, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, France, <=50K
31, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-acdm, Divorced, Craft-repair, Wife, White, Male,0,0,40, Mexico, <=50K
59, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,43, United-States, <=50K
24, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,2328,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, Iran, >50K
39, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,37, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,15024,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Male,0,0,25, El-Salvador, <=50K
40, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,65, United-States, <=50K
63, State-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,32, United-States, <=50K
18, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, England, <=50K
53, State-gov, HS-grad, Divorced, Sales, Husband, White, Male,5008,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,2134,77, United-States, >50K
