34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
42, Private, Assoc-voc, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Mexico, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,75, United-States, >50K
23, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,67, United-States, <=50K
46, Private, Some-college, Widowed, Adm-clerical, Husband, White, Female,0,0,40, Cuba, <=50K
56, Private, Masters, Widowed, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,25, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Haiti, <=50K
30, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,61, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Local-gov, 9th, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,12, Poland, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,54, Mexico, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
28, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
60, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,35, United-States, <=50K
51, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
55, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, 10th, Divorced, Tech-support, Not-in-family, White, Male,0,1875,35, United-States, >50K
42, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
45, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
65, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,47, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
57, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1902,35, United-States, <=50K
45, Private, 9th, Never-married, Other-service, Wife, White, Female,0,0,15, Cambodia, >50K
35, Self-emp-not-inc, 10th, Separated, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Doctorate, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Columbia, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,60, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
75, Self-emp-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
63, Federal-gov, Bachelors, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,7298,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
20, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,35, Cuba, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
26, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,25, United-States, <=50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
41, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,10, United-States, >50K
34, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,27, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Philippines, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
35, Private, Some-college, Widowed, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
49, Private, Some-college, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,1854,89, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
36, Private, Assoc-voc, Widowed, Craft-repair, Own-child, White, Female,0,0,20, United-States, >50K
51, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,75, United-States, >50K
40, Local-gov, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1984,40, United-States, >50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Widowed, Sales, Husband, Black, Male,6611,0,40, United-States, >50K
39, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Widowed, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,42, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
60, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Mexico, >50K
27, Local-gov, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,45, United-States, >50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
52, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,5022,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,25, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,825,0,40, United-States, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Italy, <=50K
