46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,5886,0,50, United-States, >50K
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ireland, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Male,0,0,24, United-States, >50K
44, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
35, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, >50K
28, Private, Doctorate, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, >50K
45, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Divorced, Tech-support, Other-relative, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,65, United-States, >50K
24, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, >50K
23, Local-gov, 7th-8th, Never-married, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
45, Self-emp-not-inc, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,24, Jamaica, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, Philippines, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 7th-8th, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, South, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, HS-grad, Divorced, Farming-fishing, Wife, Black, Female,5178,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, Greece, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
48, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7008,0,60, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5114,0,40, United-States, >50K
28, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,36, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, 11th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
31, Local-gov, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,65, United-States, >50K
40, Local-gov, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, United-States, >50K
35, Private, 10th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Separated, Other-service, Own-child, Black, Female,0,0,24, China, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, United-States, >50K
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,54, United-States, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,6844,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, >50K
38, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Separated, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
27, Private, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,7298,0,65, United-States, >50K
32, Private, Assoc-voc, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Widowed, Adm-clerical, Husband, Black, Female,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5943,0,45, Philippines, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,65, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,74, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Hong, <=50K
48, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Widowed, Farming-fishing, Wife, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Thailand, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,80, United-States, >50K
42, Private, Bachelors, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Widowed, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, 7th-8th, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, <=50K
35, Private, 9th, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, State-gov, 11th, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
58, Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,80, United-States, >50K
34, Private, 11th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Mexico, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, >50K
39, Federal-gov, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
25, Private, 5th-6th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
25, Private, 12th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,32, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
