43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,71, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
58, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
19, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
19, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
44, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,3128,0,50, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,60, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,20, United-States, <=50K
62, State-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,33, United-States, <=50K
51, Local-gov, Masters, Divorced, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
26, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
45, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,43, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Mexico, <=50K
18, Private, 10th, Never-married, Craft-repair, Husband, Black, Female,0,0,38, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Nicaragua, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,57, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,8, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
20, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,90, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
36, Private, 1st-4th, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, 10th, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
30, State-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
46, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,1977,50, United-States, >50K
43, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,34, Germany, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,7298,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
34, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Female,0,0,20, United-States, <=50K
35, Private, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,42, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, <=50K
42, Private, 10th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,83, England, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,84, United-States, <=50K
40, Private, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
75, Local-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,1565,40, United-States, >50K
46, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Mexico, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Assoc-voc, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
41, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1902,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
42, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, State-gov, 7th-8th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
42, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,24835,0,38, United-States, >50K
41, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,18777,0,40, United-States, >50K
26, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,15024,0,40, United-States, >50K
61, Private, 7th-8th, Widowed, Transport-moving, Unmarried, White, Male,0,0,54, United-States, <=50K
39, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
41, Private, 10th, Separated, Farming-fishing, Not-in-family, White, Female,0,0,54, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Separated, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
35, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
26, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
57, State-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,1929,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5410,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,1887,40, United-States, >50K
44, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, United-States, <=50K
21, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,50, United-States, <=50K
55, Federal-gov, HS-grad, Divorced, Sales, Husband, White, Female,0,0,49, Germany, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,1902,40, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
43, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Divorced, Sales, Husband, White, Female,7493,0,40, United-States, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,1902,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
39, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,25, United-States, <=50K
60, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Separated, Priv-house-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 9th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
