43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Ecuador, >50K
60, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Honduras, >50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Ecuador, <=50K
19, Private, 11th, Never-married, Priv-house-serv, Own-child, Black, Male,0,0,20, Thailand, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Poland, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
37, Private, HS-grad, Separated, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, Ireland, <=50K
57, Local-gov, Masters, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, Other, Female,0,2161,50, United-States, >50K
50, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
35, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,80, Italy, <=50K
31, Without-pay, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
59, State-gov, Some-college, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
23, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, France, <=50K
24, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,30, Yugoslavia, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,30, Yugoslavia, <=50K
39, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Wife, Other, Female,0,0,40, China, <=50K
47, Private, 10th, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K
27, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
41, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Hong, >50K
58, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
39, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Trinadad&Tobago, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, Italy, >50K
36, Private, Assoc-acdm, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
25, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Italy, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Peru, <=50K
20, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, Canada, <=50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Nicaragua, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, France, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,4723,0,40, Columbia, >50K
35, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Italy, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
36, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1596,50, China, <=50K
59, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, China, >50K
36, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
37, Local-gov, Masters, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Vietnam, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, India, >50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,30, Ecuador, >50K
54, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Portugal, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Taiwan, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,50, Philippines, >50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Hong, <=50K
23, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Jamaica, >50K
43, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,1902,40, Cuba, >50K
50, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,25, France, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Scotland, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Laos, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, China, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,46, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Columbia, <=50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
37, State-gov, HS-grad, Separated, Transport-moving, Wife, Other, Female,14555,0,36, Laos, <=50K
67, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,30, Thailand, <=50K
21, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
47, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,2013,0,37, Laos, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Poland, <=50K
45, Private, Some-college, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, Canada, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Wife, Other, Male,0,0,35, United-States, <=50K
36, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
51, Private, Some-college, Separated, Sales, Husband, White, Female,0,0,40, Ireland, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Hong, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, Iran, <=50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,2585,0,40, Hong, >50K
46, Private, HS-grad, Separated, Prof-specialty, Unmarried, Black, Male,0,0,40, Iran, <=50K
80, Private, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,45, Canada, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,54, Philippines, >50K
57, Private, HS-grad, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
61, Private, 10th, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, India, <=50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, England, >50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,10151,0,40, Trinadad&Tobago, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,50, France, >50K
34, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
25, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,1590,40, South, <=50K
49, Self-emp-not-inc, Bachelors, Widowed, Tech-support, Unmarried, Black, Male,0,0,40, Philippines, <=50K
24, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Canada, <=50K
71, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2222,40, Iran, >50K
37, Federal-gov, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, Taiwan, <=50K
20, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Canada, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,4977,0,45, India, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
58, Private, Assoc-voc, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,20, Philippines, <=50K
35, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Japan, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, Haiti, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, >50K
62, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, Guatemala, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, >50K
34, Private, 12th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, Guatemala, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Iran, >50K
24, Private, 12th, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
48, Private, Some-college, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, Honduras, <=50K
22, State-gov, Some-college, Separated, Prof-specialty, Own-child, Other, Female,0,0,16, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Portugal, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,2064,60, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1979,40, Japan, >50K
51, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, Jamaica, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
82, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Husband, Black, Male,2124,0,5, Scotland, <=50K
42, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Scotland, <=50K
49, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, France, <=50K
60, Private, Some-college, Divorced, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Yugoslavia, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Vietnam, <=50K
65, Self-emp-inc, Some-college, Widowed, Sales, Husband, Black, Female,0,0,40, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,46, South, >50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Germany, >50K
46, Local-gov, Some-college, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, Thailand, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,3091,0,40, Iran, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, Taiwan, <=50K
41, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, France, <=50K
55, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan, >50K
28, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
