28, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, Scotland, <=50K
47, Local-gov, Masters, Married-civ-spouse, Tech-support, Wife, White, Female,0,1859,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1827,40, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,65, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
56, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
74, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,16, Hong, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,50, Taiwan, <=50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,3291,0,40, England, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, England, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,27, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
63, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,2656,60, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
33, Private, 9th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Thailand, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, El-Salvador, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,5087,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Scotland, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
63, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, Ireland, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
46, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,3456,0,40, United-States, >50K
65, Local-gov, Masters, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
44, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1657,40, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1669,48, England, <=50K
46, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
45, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
27, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, 11th, Divorced, Sales, Unmarried, White, Female,0,0,38, Hong, <=50K
38, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Prof-school, Never-married, Machine-op-inspct, Wife, White, Male,0,0,20, Thailand, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Dominican-Republic, >50K
23, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,38, United-States, <=50K
49, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,10547,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, <=50K
68, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,14, United-States, <=50K
45, Private, 11th, Widowed, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,24, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Cambodia, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, Guatemala, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Iran, <=50K
49, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Guatemala, >50K
22, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,84, China, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Italy, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
26, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,1487,0,40, Japan, <=50K
31, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2409,50, United-States, >50K
35, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Honduras, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hong, >50K
51, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Female,7687,0,20, United-States, >50K
33, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
21, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2427,25, Japan, >50K
35, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,7687,0,40, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
29, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, India, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Canada, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
47, Self-emp-not-inc, 9th, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,1830,15, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,20, United-States, <=50K
61, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Iran, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, India, <=50K
39, Federal-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Peru, <=50K
26, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,60, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
55, Local-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,16, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Scotland, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
