26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,8895,0,50, Dominican-Republic, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, France, >50K
42, State-gov, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,2415,54, China, >50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,1584,45, Guatemala, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
50, Private, Masters, Separated, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1719,46, Ecuador, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,35, Laos, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,43, Germany, <=50K
61, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Japan, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,15, Hong, <=50K
57, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Philippines, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Thailand, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Vietnam, <=50K
41, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
20, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, Cuba, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Male,0,0,50, Germany, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Columbia, >50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Private, Some-college, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Portugal, <=50K
21, Private, HS-grad, Separated, Prof-specialty, Husband, Black, Female,0,0,35, India, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Columbia, <=50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, Trinadad&Tobago, <=50K
53, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,36, Taiwan, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,2862,0,50, Thailand, <=50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
49, Private, Some-college, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Philippines, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Honduras, <=50K
37, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Germany, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,3898,0,40, Philippines, <=50K
21, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, Ireland, <=50K
32, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Columbia, >50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
28, Private, 11th, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Guatemala, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Italy, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,60, Jamaica, >50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,30, Peru, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,54, Yugoslavia, >50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,30, Italy, <=50K
53, Private, Some-college, Separated, Prof-specialty, Husband, Other, Male,0,1902,60, Iran, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, South, >50K
59, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,35, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
24, Private, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, France, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,48, Yugoslavia, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,60, Puerto-Rico, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Germany, <=50K
42, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,40, Columbia, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Laos, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Iran, <=50K
50, State-gov, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,1876,40, Haiti, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
35, Private, 5th-6th, Divorced, Prof-specialty, Own-child, White, Female,0,427,40, United-States, <=50K
74, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,15, Jamaica, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,54, Peru, <=50K
52, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
44, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,20, Germany, >50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,64, England, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Jamaica, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,35, Yugoslavia, <=50K
63, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Poland, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Mexico, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
60, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,70, El-Salvador, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Haiti, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,60, Japan, >50K
21, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Trinadad&Tobago, >50K
73, Private, 7th-8th, Divorced, Tech-support, Husband, White, Female,0,0,40, France, <=50K
34, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,80, Peru, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,14180,0,50, Taiwan, >50K
72, Local-gov, 9th, Widowed, Farming-fishing, Unmarried, Black, Male,0,0,16, Greece, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, Ireland, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,38, Hong, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Iran, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, Hungary, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,7687,0,70, Iran, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, Ecuador, <=50K
57, Self-emp-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,75, Laos, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,65, Laos, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, El-Salvador, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,38, El-Salvador, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Poland, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
25, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,45, United-States, <=50K
42, State-gov, Assoc-acdm, Never-married, Machine-op-inspct, Wife, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Peru, <=50K
57, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Laos, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Laos, <=50K
67, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,3307,0,18, Thailand, <=50K
40, Local-gov, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Peru, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Philippines, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, Japan, >50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
65, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7298,0,50, Peru, >50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,30, France, <=50K
23, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Cambodia, <=50K
21, Private, 7th-8th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,35, India, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, China, <=50K
36, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,99999,0,60, El-Salvador, >50K
34, Private, Bachelors, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Ireland, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Greece, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,42, France, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,38, Honduras, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,40, Portugal, >50K
42, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
51, Private, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,0,38, Guatemala, <=50K
41, Local-gov, Some-college, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
29, Private, 12th, Never-married, Sales, Husband, White, Male,0,0,40, Ireland, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, Cambodia, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, India, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
63, State-gov, Prof-school, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,52448,0,50, Cambodia, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Greece, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,4064,0,40, Trinadad&Tobago, >50K
48, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Italy, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,40, Cuba, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hungary, <=50K
37, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1622,60, Hungary, >50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,50, Thailand, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1630,40, Cuba, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
23, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, Honduras, >50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Dominican-Republic, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,60, Portugal, <=50K
35, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Laos, <=50K
31, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Italy, <=50K
33, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,36, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1902,50, Peru, <=50K
49, Private, Masters, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Portugal, <=50K
