19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Taiwan, <=50K
37, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Cuba, >50K
63, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
61, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3991,0,46, Iran, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, Italy, >50K
48, State-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, South, >50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, France, <=50K
37, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Hong, >50K
59, Private, Assoc-acdm, Separated, Sales, Unmarried, White, Female,5178,0,40, Vietnam, >50K
51, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Germany, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Ecuador, >50K
41, Private, 11th, Divorced, Other-service, Unmarried, White, Male,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
23, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Vietnam, <=50K
40, Self-emp-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,81, Ecuador, <=50K
18, Private, Some-college, Divorced, Transport-moving, Own-child, White, Female,0,0,15, China, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, >50K
27, Private, Some-college, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, Cambodia, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1886,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,6258,0,70, South, <=50K
46, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
49, Self-emp-inc, 9th, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, Ireland, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Philippines, <=50K
37, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,45, Taiwan, >50K
43, Private, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, Haiti, <=50K
59, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
62, Private, Masters, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, El-Salvador, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
36, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1800,40, South, <=50K
29, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Italy, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,45, Vietnam, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,5023,0,59, Yugoslavia, >50K
61, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,4650,0,40, Vietnam, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Haiti, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Germany, >50K
46, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Thailand, >50K
36, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
43, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Jamaica, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Laos, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Columbia, >50K
32, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,45, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
67, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Hungary, >50K
42, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,45, Philippines, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, Mexico, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
42, Private, 9th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,30, Guatemala, <=50K
37, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
49, Private, Doctorate, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
55, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Cambodia, >50K
60, Self-emp-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Other, Female,4608,0,40, Portugal, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
59, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
31, Self-emp-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,7298,0,60, Hungary, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,45, England, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, >50K
33, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Trinadad&Tobago, >50K
39, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,7687,0,40, Portugal, >50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Scotland, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,50, Guatemala, <=50K
52, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,1886,40, South, >50K
20, Private, 11th, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Cuba, <=50K
35, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,1999,40, Guatemala, <=50K
29, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,3125,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
53, Self-emp-not-inc, 5th-6th, Divorced, Other-service, Unmarried, Other, Female,0,0,27, United-States, <=50K
29, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Nicaragua, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, El-Salvador, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, India, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,50, United-States, <=50K
45, Private, 7th-8th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
40, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,67, India, >50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,49, Dominican-Republic, >50K
39, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Haiti, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Columbia, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,50, United-States, <=50K
34, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Philippines, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Guatemala, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, Black, Male,0,0,60, Poland, <=50K
40, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,27, Vietnam, <=50K
65, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
36, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,15, Puerto-Rico, <=50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, England, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Thailand, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Nicaragua, >50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,2080,50, Honduras, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,54, Guatemala, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,55, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,26, Ecuador, <=50K
68, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,10, Scotland, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, France, >50K
49, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Male,3103,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Nicaragua, <=50K
43, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Jamaica, <=50K
67, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,12141,0,25, Hong, >50K
30, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1886,50, Mexico, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Taiwan, <=50K
42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2480,60, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Japan, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
40, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,7298,0,38, Taiwan, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Iran, >50K
33, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,1902,35, France, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,2880,0,40, Trinadad&Tobago, >50K
42, Private, Some-college, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ireland, >50K
54, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Yugoslavia, >50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, China, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,30, El-Salvador, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
32, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
