39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
64, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,50, United-States, >50K
54, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,3094,0,20, United-States, <=50K
77, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Tech-support, Wife, White, Female,0,1624,50, United-States, <=50K
42, State-gov, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1550,60, United-States, >50K
22, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
24, Private, 11th, Never-married, Transport-moving, Husband, White, Male,0,2409,50, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, State-gov, Doctorate, Widowed, Adm-clerical, Wife, White, Female,0,0,41, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,7298,0,45, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, >50K
51, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Separated, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,3821,0,40, United-States, <=50K
71, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,45, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,23, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
23, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, State-gov, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,25, United-States, <=50K
23, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
43, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
67, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2042,40, Germany, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Prof-school, Separated, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, >50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1581,40, United-States, >50K
27, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Canada, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
50, Private, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,1740,20, United-States, <=50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1998,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,50, United-States, <=50K
59, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Other, Male,7687,0,40, United-States, >50K
48, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
39, State-gov, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Jamaica, >50K
57, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
60, Local-gov, Assoc-voc, Widowed, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, England, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
37, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, >50K
90, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,2277,22, Hungary, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
40, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Separated, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Portugal, <=50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7687,0,30, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4832,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Widowed, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, >50K
42, Private, Some-college, Separated, Craft-repair, Unmarried, Black, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
18, Private, Assoc-voc, Never-married, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
57, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, Thailand, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, >50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,43, United-States, <=50K
