21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
58, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Dominican-Republic, <=50K
24, Private, 12th, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,3, Jamaica, <=50K
55, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
57, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,65, United-States, >50K
50, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Separated, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
24, Private, 10th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,70, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, >50K
33, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
63, State-gov, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,74, Ecuador, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, State-gov, 10th, Divorced, Exec-managerial, Unmarried, White, Female,4979,0,60, Taiwan, <=50K
23, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, Mexico, >50K
65, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
35, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,1887,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
46, Private, HS-grad, Separated, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,57, United-States, <=50K
34, Private, 11th, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States, >50K
40, State-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,1977,60, United-States, >50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
24, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
49, Self-emp-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Divorced, Transport-moving, Own-child, White, Male,1973,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,22, Puerto-Rico, <=50K
63, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,93, United-States, <=50K
45, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1887,70, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Federal-gov, Some-college, Never-married, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,18513,0,40, United-States, >50K
37, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, Black, Female,4448,0,35, United-States, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, France, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, >50K
39, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
65, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,3, United-States, <=50K
30, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3089,0,42, United-States, >50K
22, Self-emp-inc, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
52, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,13618,0,15, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
57, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Poland, <=50K
47, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Mexico, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, <=50K
63, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
23, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
48, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
59, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Portugal, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
57, Self-emp-not-inc, 11th, Divorced, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,70, Portugal, <=50K
24, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,48, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, <=50K
25, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,65, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Poland, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,5, Canada, >50K
32, Self-emp-not-inc, Bachelors, Never-married, Sales, Wife, White, Male,0,0,30, United-States, <=50K
46, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2415,78, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
43, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,8596,0,45, United-States, >50K
28, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,40, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,2432,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,26637,0,60, Trinadad&Tobago, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Japan, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
49, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,45, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
