47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1937,48, Dominican-Republic, >50K
43, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,70, Cambodia, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Greece, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Puerto-Rico, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Cuba, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Laos, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, >50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, Laos, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,50, Vietnam, <=50K
28, Federal-gov, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,1713,40, El-Salvador, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Laos, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
54, Without-pay, Masters, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,20, Germany, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Columbia, >50K
63, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
50, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, Haiti, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, Other, Female,0,0,40, England, <=50K
29, Federal-gov, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,20, South, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,2858,0,50, Taiwan, >50K
46, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Germany, <=50K
36, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Dominican-Republic, >50K
40, Private, 7th-8th, Separated, Other-service, Not-in-family, Black, Female,0,0,45, Ireland, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Thailand, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Canada, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, China, <=50K
22, Self-emp-not-inc, 10th, Never-married, Sales, Own-child, White, Male,0,0,50, South, <=50K
45, State-gov, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
55, Local-gov, HS-grad, Separated, Prof-specialty, Husband, White, Female,0,0,60, El-Salvador, <=50K
44, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Puerto-Rico, >50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,33, Yugoslavia, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, South, <=50K
35, Private, Assoc-voc, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,3103,0,54, El-Salvador, <=50K
55, Local-gov, 9th, Separated, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
46, Self-emp-inc, Some-college, Separated, Prof-specialty, Husband, Other, Female,0,0,40, Mexico, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,10, Greece, >50K
22, Local-gov, 12th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Portugal, <=50K
23, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Female,0,0,75, Peru, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,2314,40, Hong, <=50K
55, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,1977,40, Ireland, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,5178,0,40, Nicaragua, >50K
27, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Hong, <=50K
28, Private, 11th, Never-married, Priv-house-serv, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
37, Private, Masters, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Other, Male,0,0,20, Yugoslavia, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, Outlying-US(Guam-USVI-etc), >50K
40, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, Japan, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,30, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Laos, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
23, Federal-gov, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Poland, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Italy, <=50K
29, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,99999,0,60, Outlying-US(Guam-USVI-etc), >50K
40, Private, Some-college, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,38, Germany, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2182,40, United-States, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Vietnam, <=50K
34, Private, Assoc-voc, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
22, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Trinadad&Tobago, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,48, Cambodia, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Hong, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,5013,0,40, South, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Cambodia, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,20, Poland, <=50K
57, Private, Masters, Divorced, Farming-fishing, Not-in-family, Black, Male,0,904,45, Nicaragua, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
39, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
58, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Honduras, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, France, <=50K
46, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
49, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, Masters, Never-married, Exec-managerial, Not-in-family, Other, Male,5013,0,45, Honduras, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
27, Private, 11th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
33, Private, Some-college, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Laos, >50K
18, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Male,0,0,20, Portugal, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Greece, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Scotland, >50K
62, Private, HS-grad, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,30, Germany, <=50K
27, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1902,40, Vietnam, >50K
47, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,80, Trinadad&Tobago, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,10226,0,55, Poland, >50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,60, Poland, <=50K
39, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,0,0,45, Iran, <=50K
34, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,70, Scotland, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Thailand, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, South, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Hong, <=50K
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Philippines, >50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,20, Scotland, <=50K
33, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Nicaragua, >50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
28, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,38, Jamaica, >50K
48, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,40, Puerto-Rico, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Cambodia, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, France, <=50K
42, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
17, Private, Assoc-voc, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,2603,0,20, Yugoslavia, >50K
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Portugal, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,50, Cuba, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Yugoslavia, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, Canada, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,60, England, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,20, Laos, <=50K
69, Federal-gov, 5th-6th, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,25, Japan, <=50K
30, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,10, Cambodia, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Own-child, Black, Male,0,0,35, Cambodia, <=50K
44, Private, 7th-8th, Never-married, Craft-repair, Unmarried, Other, Male,0,0,12, Guatemala, <=50K
20, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,20, Dominican-Republic, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, Philippines, <=50K
25, Private, Assoc-voc, Never-married, Transport-moving, Husband, Other, Female,0,0,40, Taiwan, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,80, Laos, <=50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
65, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,45, China, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,25, Germany, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Dominican-Republic, >50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
70, Private, 9th, Widowed, Farming-fishing, Unmarried, Black, Male,0,0,40, Ireland, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,54, Thailand, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
56, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, Cuba, >50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,48, Honduras, <=50K
23, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Poland, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Iran, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Philippines, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
20, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1612,40, India, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,16, Japan, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,25, Yugoslavia, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,30, Iran, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Honduras, <=50K
46, Private, 7th-8th, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, China, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,25, France, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Greece, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
47, Self-emp-inc, Some-college, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,32, Vietnam, <=50K
43, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Canada, <=50K
