25, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,11887,0,50, India, >50K
66, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1740,40, United-States, >50K
48, Self-emp-not-inc, 5th-6th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,32, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
62, State-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Scotland, >50K
35, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,36, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
72, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,20, France, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
29, Local-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,4368,0,30, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
20, Private, Assoc-voc, Never-married, Sales, Not-in-family, Other, Female,0,1677,38, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1594,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,30, United-States, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,54250,0,35, United-States, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
36, Local-gov, Prof-school, Never-married, Sales, Husband, White, Female,0,1879,40, United-States, >50K
40, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,38, United-States, <=50K
30, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0,0,37, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
31, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
27, Private, Some-college, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Jamaica, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
46, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
63, Federal-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,7298,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,2339,40, United-States, >50K
23, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,5, El-Salvador, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
31, Self-emp-inc, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Separated, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
33, Federal-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Self-emp-not-inc, 1st-4th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Divorced, Protective-serv, Not-in-family, White, Male,0,0,38, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,47, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
56, Local-gov, 5th-6th, Separated, Other-service, Unmarried, Other, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,4300,0,40, United-States, <=50K
40, State-gov, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
35, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,2415,45, United-States, >50K
40, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Priv-house-serv, Own-child, Other, Male,0,0,20, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,54, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Local-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cambodia, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,8, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, England, <=50K
51, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Prof-specialty, Own-child, Other, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, >50K
42, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Hong, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Haiti, <=50K
59, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
62, Local-gov, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,37, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,80, Puerto-Rico, <=50K
50, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Iran, >50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Hungary, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Thailand, >50K
46, Self-emp-not-inc, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,48, India, <=50K
56, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,1730,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,75, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
24, Federal-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Columbia, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, India, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,3325,0,35, Puerto-Rico, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, Masters, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
33, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, Vietnam, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Columbia, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,1485,50, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Widowed, Exec-managerial, Own-child, White, Male,0,0,54, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
62, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,18, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Cuba, >50K
18, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, China, <=50K
