51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
27, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Philippines, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Female,0,0,35, Peru, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,50, Thailand, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,29, Germany, <=50K
51, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
69, Local-gov, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,24, Poland, <=50K
59, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,60, Mexico, >50K
44, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,3585,0,40, Haiti, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,20783,0,60, Ireland, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, Peru, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Philippines, <=50K
59, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Ireland, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,54, Ecuador, <=50K
20, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States, >50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
41, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, South, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Germany, <=50K
30, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,28, Scotland, <=50K
40, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Vietnam, <=50K
28, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, Haiti, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
54, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, White, Female,15024,0,60, Cuba, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,24, Poland, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Mexico, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1902,40, Laos, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Scotland, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,2804,0,40, India, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, El-Salvador, >50K
30, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Peru, <=50K
75, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,15, Taiwan, <=50K
21, State-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Guatemala, <=50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,78, United-States, >50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,50, Hong, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, Poland, >50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,12841,0,65, Ecuador, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Jamaica, <=50K
40, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Hong, <=50K
39, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,24, Hungary, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
55, Private, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,35, Holand-Netherlands, <=50K
45, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, France, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
49, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Some-college, Separated, Craft-repair, Unmarried, White, Male,0,0,40, Vietnam, >50K
43, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Laos, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Ireland, <=50K
67, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,24, Laos, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
43, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,45, Holand-Netherlands, <=50K
21, Private, 11th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,15, Trinadad&Tobago, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Scotland, <=50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Hungary, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Haiti, >50K
28, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,29, Yugoslavia, <=50K
37, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Local-gov, Bachelors, Never-married, Transport-moving, Own-child, Other, Female,0,0,35, Peru, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1738,45, Canada, <=50K
24, Private, 12th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,36, Columbia, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Laos, <=50K
64, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Cambodia, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
56, State-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
25, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,29, United-States, <=50K
29, Private, 11th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Scotland, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,4386,0,40, Hong, <=50K
32, Private, 9th, Never-married, Other-service, Not-in-family, Other, Male,0,0,22, China, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,29, Canada, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Haiti, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Hong, >50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Ireland, <=50K
53, Self-emp-not-inc, Assoc-voc, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Poland, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,4386,0,50, Trinadad&Tobago, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
53, Private, 10th, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, Yugoslavia, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Holand-Netherlands, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, Greece, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,40, Puerto-Rico, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
48, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
40, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,78, England, <=50K
38, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Germany, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Dominican-Republic, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1598,50, Poland, <=50K
43, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Taiwan, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4039,0,40, Canada, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,40, Nicaragua, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,60, United-States, >50K
29, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
18, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,1556,20, Cambodia, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,45, India, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, >50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,20, England, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
44, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Italy, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
46, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,29, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,45, Peru, <=50K
45, Private, 10th, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Hong, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,6751,0,50, Laos, >50K
47, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,99999,0,40, Poland, >50K
26, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Holand-Netherlands, <=50K
41, State-gov, Some-college, Divorced, Other-service, Not-in-family, Other, Male,0,0,20, United-States, <=50K
54, Private, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,32, Yugoslavia, <=50K
56, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
32, Private, 11th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,45, Thailand, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Italy, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,15024,0,45, United-States, >50K
41, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Germany, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,65, Mexico, >50K
38, Private, HS-grad, Never-married, Sales, Other-relative, Black, Male,5178,0,40, Jamaica, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,14409,0,15, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Portugal, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7216,0,45, Mexico, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
48, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, >50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
26, Self-emp-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, Nicaragua, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, Peru, <=50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Holand-Netherlands, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,54, Haiti, >50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Hungary, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,40, Hong, >50K
