42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
59, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Iran, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Taiwan, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,40, Poland, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,36, Jamaica, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
53, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, South, <=50K
66, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,6464,0,6, Columbia, >50K
49, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, India, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Jamaica, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Wife, Other, Female,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,45, China, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,15024,0,40, Italy, >50K
30, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,5, United-States, <=50K
47, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,40, Hungary, <=50K
23, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Italy, <=50K
41, Local-gov, Assoc-voc, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
30, Without-pay, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
18, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,36, Guatemala, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,5291,0,45, Cambodia, >50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
48, Private, HS-grad, Separated, Protective-serv, Husband, Black, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Trinadad&Tobago, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
33, Federal-gov, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
24, Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
19, Private, 11th, Separated, Other-service, Own-child, Black, Female,0,0,40, Canada, <=50K
25, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Hungary, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Separated, Exec-managerial, Unmarried, Black, Male,0,0,40, Italy, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1977,50, Hungary, >50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Mexico, <=50K
20, Private, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Germany, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
38, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
34, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1883,40, Thailand, >50K
24, Local-gov, Masters, Separated, Transport-moving, Wife, Amer-Indian-Eskimo, Male,0,1896,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Greece, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,20, Japan, >50K
43, Self-emp-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,99999,0,54, Philippines, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,32, Guatemala, <=50K
58, Private, Masters, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
39, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,15024,0,50, Canada, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,60, Poland, >50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Greece, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, State-gov, Bachelors, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,20, Thailand, <=50K
46, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
51, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Other, Female,0,0,40, Poland, >50K
55, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Wife, Black, Female,0,0,40, China, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Haiti, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Nicaragua, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Jamaica, <=50K
30, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,25, El-Salvador, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, France, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,26, Cambodia, <=50K
55, State-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, Cuba, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
32, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Trinadad&Tobago, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, >50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1993,48, South, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
44, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Portugal, >50K
30, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Germany, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Guatemala, <=50K
19, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,39, Cambodia, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,4387,0,60, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, >50K
54, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Peru, >50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,40, Puerto-Rico, <=50K
45, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,44, El-Salvador, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
48, Self-emp-not-inc, Some-college, Widowed, Protective-serv, Wife, Black, Male,0,0,40, Iran, <=50K
48, State-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,35, Haiti, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,14, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Cuba, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,60, Philippines, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
23, Private, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
62, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,35, Iran, <=50K
59, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, China, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,50, Ireland, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,50, Trinadad&Tobago, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Portugal, <=50K
20, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
45, Local-gov, HS-grad, Never-married, Farming-fishing, Husband, White, Female,0,1744,40, Yugoslavia, >50K
30, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Haiti, <=50K
51, Self-emp-inc, Bachelors, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, India, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,99, Canada, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, France, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Jamaica, <=50K
19, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, United-States, >50K
43, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,45, Hungary, >50K
32, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,45, Cuba, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Japan, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,1752,37, France, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, England, <=50K
45, State-gov, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,25, Japan, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
55, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
18, State-gov, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, China, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,30, Haiti, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, Thailand, <=50K
25, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,39, Thailand, <=50K
36, Private, Some-college, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
29, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, Black, Male,0,0,35, Philippines, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,2965,0,40, Yugoslavia, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,60, China, <=50K
50, State-gov, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
26, Private, Bachelors, Separated, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Haiti, <=50K
44, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7687,0,55, Haiti, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, Dominican-Republic, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,38, Columbia, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, England, <=50K
31, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, >50K
60, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, Cuba, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,30, South, <=50K
35, Without-pay, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3104,0,60, Thailand, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, White, Male,0,0,17, Greece, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Jamaica, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1587,40, Haiti, >50K
25, Private, Prof-school, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,28, South, <=50K
66, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
37, Without-pay, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Peru, >50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Haiti, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Laos, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Portugal, >50K
51, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
59, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
53, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, Self-emp-inc, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
