56, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
70, State-gov, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,30, United-States, <=50K
36, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,2873,0,40, South, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
58, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,1, United-States, <=50K
55, State-gov, 7th-8th, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
56, State-gov, 7th-8th, Separated, Craft-repair, Unmarried, Black, Male,0,0,35, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7560,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
46, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
29, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,55, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,84, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
62, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,66, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3433,0,35, United-States, >50K
31, Local-gov, Bachelors, Divorced, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3116,0,20, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,48, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,8, United-States, >50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Vietnam, >50K
24, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,1457,0,40, England, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
56, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Wife, Black, Female,0,0,48, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Private, 10th, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Scotland, <=50K
70, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,4897,0,40, United-States, >50K
23, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,3103,0,45, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, South, >50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
31, Federal-gov, HS-grad, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,1902,40, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,10, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4620,0,40, United-States, >50K
56, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
21, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, >50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Honduras, >50K
42, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
60, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
71, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,2009,40, United-States, <=50K
23, Private, Some-college, Married-spouse-absent, Craft-repair, Own-child, Other, Male,0,0,30, Cambodia, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
57, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,5888,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, Portugal, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, Dominican-Republic, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,44, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Japan, <=50K
48, Federal-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
90, Self-emp-not-inc, 7th-8th, Widowed, Adm-clerical, Husband, White, Female,3115,0,15, United-States, <=50K
40, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,65, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,54, United-States, >50K
55, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
28, Private, 10th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,45, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5013,0,50, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,14083,0,50, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
67, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
90, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2166,0,40, United-States, >50K
56, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,32, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,65, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Vietnam, <=50K
28, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
62, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,3103,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,84, Iran, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,2854,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
54, Self-emp-not-inc, 7th-8th, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,15, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,57, United-States, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,14, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
51, Private, Prof-school, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,2421,40, Iran, >50K
51, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,6185,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
23, Private, 11th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1997,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,54, United-States, >50K
