56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,5, Scotland, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
63, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Dominican-Republic, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
37, Federal-gov, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, South, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,3251,0,35, England, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,36, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Honduras, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Honduras, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,1887,60, Hong, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Honduras, <=50K
29, Private, Prof-school, Never-married, Adm-clerical, Husband, White, Male,0,0,40, South, >50K
59, Private, 9th, Widowed, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,32, Hungary, <=50K
49, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Honduras, <=50K
58, Private, Prof-school, Divorced, Transport-moving, Husband, White, Male,7935,0,54, Italy, >50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Mexico, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Nicaragua, >50K
37, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Yugoslavia, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, <=50K
32, Private, Bachelors, Separated, Sales, Own-child, White, Female,0,0,43, Germany, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4386,0,40, Laos, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,54, Hungary, <=50K
46, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, State-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Hong, >50K
36, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, Ireland, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,3130,0,21, Mexico, <=50K
55, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,45, Greece, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,0,0,50, Dominican-Republic, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,30, Taiwan, <=50K
61, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Poland, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, South, >50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,45, Philippines, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Germany, >50K
45, Private, Prof-school, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,7160,0,42, Thailand, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Cuba, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,20, Scotland, <=50K
34, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, Peru, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Dominican-Republic, >50K
61, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Ecuador, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Jamaica, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, >50K
48, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,25, Guatemala, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Greece, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, China, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Greece, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, >50K
29, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
61, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,16, Columbia, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Poland, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,32, Yugoslavia, <=50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Taiwan, <=50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
21, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, England, <=50K
23, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Nicaragua, <=50K
31, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,92, Portugal, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, India, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Cambodia, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cambodia, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,15024,0,50, Ireland, >50K
43, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,38, El-Salvador, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
27, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, Ireland, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1861,60, Philippines, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Hungary, >50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Greece, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,7298,0,40, El-Salvador, <=50K
61, Local-gov, 10th, Widowed, Other-service, Unmarried, White, Female,0,0,20, Germany, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, South, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Hungary, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Japan, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,18, El-Salvador, <=50K
39, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, 10th, Married-spouse-absent, Adm-clerical, Husband, White, Female,0,0,40, South, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, Greece, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,16, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Haiti, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
38, Private, 11th, Divorced, Sales, Husband, Black, Female,0,0,40, Cambodia, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,37, Honduras, >50K
51, Private, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,7687,0,20, Peru, >50K
21, Private, 11th, Divorced, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
75, Private, Bachelors, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,20, Laos, <=50K
51, Private, 7th-8th, Widowed, Prof-specialty, Husband, White, Male,0,0,50, Germany, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
43, Private, Bachelors, Divorced, Transport-moving, Husband, Black, Male,0,0,40, India, >50K
22, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,45, El-Salvador, >50K
23, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,3090,0,40, El-Salvador, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,50, Peru, >50K
53, Local-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,2207,60, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
48, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,36, Portugal, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,10, South, <=50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
33, Self-emp-inc, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Cambodia, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,50, South, <=50K
23, Private, 10th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Japan, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,2114,60, Laos, >50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,1977,40, South, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, El-Salvador, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Cuba, <=50K
45, Private, Assoc-voc, Divorced, Sales, Husband, White, Male,0,0,60, Jamaica, <=50K
52, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1977,45, Japan, >50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, Germany, <=50K
65, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Scotland, >50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,25, Jamaica, >50K
44, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, Haiti, >50K
55, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, France, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,32197,0,60, Germany, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Ireland, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Thailand, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,45, France, <=50K
19, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, Nicaragua, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,16, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, Haiti, <=50K
43, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, Scotland, >50K
29, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,1902,35, Scotland, <=50K
79, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,30, France, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Guatemala, >50K
42, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,25, China, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, >50K
31, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, Taiwan, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, Ecuador, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Germany, <=50K
66, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Guatemala, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Japan, <=50K
63, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,35, Vietnam, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Male,5041,0,40, Jamaica, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,38, Thailand, <=50K
31, Self-emp-inc, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
50, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,45, Ecuador, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,20, Poland, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Ireland, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,40, Thailand, <=50K
24, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Yugoslavia, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Canada, <=50K
30, Private, Masters, Divorced, Other-service, Own-child, Other, Female,0,0,40, Iran, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Dominican-Republic, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,12, Cuba, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, >50K
56, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,3423,0,40, Italy, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
31, Private, Assoc-voc, Divorced, Sales, Husband, White, Female,0,0,40, India, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Germany, <=50K
29, Private, Doctorate, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Hong, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, China, >50K
43, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, England, >50K
