30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Ecuador, >50K
51, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
21, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, France, <=50K
25, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
42, Private, 5th-6th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Hong, <=50K
62, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,60, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Canada, <=50K
50, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
35, State-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Female,7298,0,35, Puerto-Rico, >50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Mexico, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
54, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
55, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,6, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, <=50K
67, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Columbia, <=50K
39, Private, Bachelors, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,1902,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,30, United-States, >50K
53, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,20, Scotland, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, United-States, >50K
32, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Germany, >50K
32, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,45, Thailand, >50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
27, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
45, Private, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, Other, Male,0,0,16, China, <=50K
27, Private, Some-college, Divorced, Farming-fishing, Own-child, Other, Male,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,4082,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Taiwan, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Portugal, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, England, <=50K
39, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,15, United-States, <=50K
60, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
30, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1848,40, United-States, <=50K
34, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Scotland, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,6411,0,72, United-States, >50K
33, State-gov, 12th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,3, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Jamaica, <=50K
37, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, Greece, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,53, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, Hong, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Hungary, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,40, United-States, >50K
43, Local-gov, Bachelors, Separated, Craft-repair, Wife, Other, Female,0,0,40, Yugoslavia, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Portugal, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1930,40, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
36, Private, 5th-6th, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Canada, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Laos, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,60, Ireland, >50K
50, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,22, Honduras, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, England, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hungary, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,1689,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Wife, Other, Female,0,0,30, Philippines, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, <=50K
23, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, El-Salvador, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
42, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,60, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,2353,35, United-States, <=50K
52, Private, Some-college, Separated, Other-service, Own-child, White, Female,0,0,40, Iran, <=50K
49, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, >50K
38, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Mexico, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,79, Italy, <=50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Guatemala, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,30, Vietnam, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, >50K
64, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
55, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,36, Poland, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,4455,0,44, Greece, >50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, United-States, >50K
69, Self-emp-not-inc, 10th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, England, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Hong, >50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,45, Ireland, >50K
54, Private, HS-grad, Never-married, Exec-managerial, Wife, Other, Female,0,0,40, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
25, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,50, Scotland, >50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,2412,50, Dominican-Republic, >50K
57, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,35, Ecuador, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Female,0,0,50, United-States, <=50K
52, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Italy, <=50K
27, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,50, Ecuador, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,50, Mexico, >50K
24, Private, 10th, Never-married, Farming-fishing, Wife, White, Male,0,1887,40, Mexico, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, Some-college, Divorced, Transport-moving, Wife, White, Female,0,1887,44, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,27, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Separated, Other-service, Husband, White, Male,0,0,40, South, <=50K
18, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,10, United-States, <=50K
