45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,71, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
51, Local-gov, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,50, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Own-child, White, Male,99999,0,61, United-States, <=50K
69, Private, 10th, Divorced, Sales, Husband, Black, Male,0,0,20, Canada, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,1902,60, United-States, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,38, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,80, United-States, >50K
39, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,1902,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,54, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,37, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,32, United-States, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
19, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,46, United-States, <=50K
35, Private, 10th, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
72, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,79, United-States, >50K
33, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,4954,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Divorced, Sales, Husband, White, Male,4694,0,40, United-States, <=50K
49, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Tech-support, Husband, Black, Male,0,0,40, South, <=50K
43, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K
75, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,4386,0,40, United-States, <=50K
24, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,38, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,35, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,16, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,30, United-States, <=50K
33, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, Puerto-Rico, <=50K
42, State-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
20, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,6, United-States, <=50K
41, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,27, United-States, >50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov, 12th, Divorced, Tech-support, Husband, Black, Male,6791,0,40, United-States, >50K
35, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,4668,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,4259,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,85, United-States, <=50K
35, Self-emp-inc, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Federal-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,2341,0,45, United-States, <=50K
58, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1977,40, United-States, <=50K
29, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,47, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, >50K
43, State-gov, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,79, United-States, >50K
26, Self-emp-not-inc, Bachelors, Separated, Other-service, Husband, White, Male,0,1902,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, >50K
52, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Female,0,0,38, United-States, >50K
26, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, State-gov, Prof-school, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,57, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Female,0,1977,40, United-States, <=50K
40, Private, Masters, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
58, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
35, Self-emp-inc, Doctorate, Never-married, Craft-repair, Unmarried, White, Female,0,1977,40, United-States, <=50K
40, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,60, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Masters, Widowed, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, <=50K
25, Private, 12th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, Columbia, <=50K
65, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,60, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,10, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,25, United-States, <=50K
41, Private, Some-college, Married-spouse-absent, Protective-serv, Not-in-family, Black, Female,0,0,45, United-States, <=50K
51, Self-emp-inc, Assoc-acdm, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,7687,0,40, United-States, >50K
29, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,4386,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,80, United-States, <=50K
60, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1902,45, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,7687,0,40, Germany, >50K
54, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,60, United-States, <=50K
33, Local-gov, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,4386,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,25, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States, <=50K
35, Federal-gov, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1924,50, United-States, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
